fbgn,num_frags_ttest,manual_model_check,sum_frags_le05,ttest_minpval,num_frags_ttest_0_ratio2_F,num_frags_ttest_0_ratio2_M,num_frags_ttest_0_ratio2_U,num_frags_ttest_0_trend_F,num_frags_ttest_0_trend_M,num_frags_ttest_0_trend_U,num_frags_ttest_1_ratio2_F,num_frags_ttest_1_ratio2_M,num_frags_ttest_1_ratio2_U,num_frags_ttest_1_trend_F,num_frags_ttest_1_trend_M,num_frags_ttest_1_trend_U,num_k4_none,num_k4_fem,num_k4_male,num_k4_both,sum_fragments_k4,gene_k4,num_k27_fem,num_k27_none,num_k27_male,num_k27_both,sum_fragments_k27,gene_k27,num_rna_none,num_rna_both,num_rna_fem,num_rna_male,sum_fragments_rna_detected,gene_rna,num_frag_not_detected05,num_frag_detected05,flag_rna_detected05,symbol,chrom,start,end,strand,num_transcripts,flag_single_transcript,xsome,flag_4Y,flag_X,flag_Y,gene_ratio2_ttest,gene_trend_ttest,flag_any_k4,flag_has_male_k4,flag_has_female_k4,flag_male_limited_k4,flag_female_limited_k4,flag_sex_limited_k4,flag_any_k27,flag_has_male_k27,flag_has_female_k27,flag_male_limited_k27,flag_female_limited_k27,flag_sex_limited_k27,flag_expressed,flag_expressed_M,flag_expressed_F,flag_sex_limited,flag_male_limited,flag_female_limited,flag_low_express,flag_sex_biased,flag_U,flag_M,flag_MP,flag_F,flag_FP,flag_MF,flag_MFP
FBgn0192178,2.0,2.0,0.0,0.7795,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,fem,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20712,Scf_3R,14540199,14541120,+,1,1,A,0,0,0,unbiased,unbiased,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192179,3.0,1.0,0.0,0.2547,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,1,3,0,0,3,both,2,2,1,Dsim\GD20713,Scf_3R,14541209,14542200,+,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192180,1.0,0.0,0.0,0.1421,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,male,0,1,0,0,0,none,0,1,0,0,1,both,1,0,0,Dsim\GD20714,Scf_3R,14542742,14544387,+,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192181,1.0,1.0,0.0,0.4300,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,male,0,1,0,0,0,none,0,1,0,0,1,both,1,0,0,Dsim\GD20715,Scf_3R,14544469,14546121,+,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192182,6.0,5.0,0.0,0.4636,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,0,2,male,1,4,1,0,2,male_and_female,0,6,0,0,6,both,0,6,1,Dsim\GD20716,Scf_3R,14571990,14573861,+,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192183,,,,,,,,,,,,,,,,,7,0,0,0,0,none,2,4,1,0,3,male_and_female,7,0,0,0,0,none,7,0,0,Dsim\GD20717,Scf_3R,14573920,14575570,+,2,0,A,0,0,0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192184,16.0,7.0,2.0,0.0195,0.0,0.0,14.0,2.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,18,0,0,1,1,unb,7,1,2,9,18,male_and_female_and_both,3,14,2,0,16,fem_and_both,12,7,1,Dsim\GD20718,Scf_3R,14636204,14741131,+,3,0,A,0,0,0,male,male,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
FBgn0192186,1.0,0.0,0.0,0.7333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD20720,Scf_3R,14834855,14836808,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192187,10.0,1.0,0.0,0.1176,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,5,8,male_and_female_and_both,1,9,0,0,1,fem,0,10,0,0,10,both,1,9,1,Dsim\GD20721,Scf_3R,14838112,14842410,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192188,7.0,0.0,3.0,<.0001,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2,0,2,3,5,male_and_unb,0,7,0,0,0,none,0,7,0,0,7,both,4,3,1,Dsim\GD20722,Scf_3R,14843686,14848047,+,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192189,36.0,6.0,0.0,0.0998,0.0,1.0,35.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7,7,8,22,male_and_female_and_both,0,38,0,0,0,none,2,36,0,0,36,both,6,32,1,Dsim\GD20723,Scf_3R,14909140,14928637,+,10,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192190,4.0,0.0,2.0,0.0068,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1,0,3,0,3,male,1,3,0,0,1,fem,0,4,0,0,4,both,0,4,1,Dsim\GD20724,Scf_3R,14928960,14932447,+,1,1,A,0,0,0,ttestLowFC,male,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192191,1.0,0.0,0.0,0.4946,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,1,0,0,Dsim\GD20725,Scf_3R,14979063,14980375,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192193,7.0,0.0,1.0,0.0184,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0,1,1,2,male_and_unb,0,7,0,0,0,none,0,7,0,0,7,both,0,7,1,Dsim\GD20727,Scf_3R,15016875,15025961,+,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192194,13.0,4.0,1.0,0.0024,0.0,0.0,12.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,1,3,0,4,male_and_female,2,10,1,0,3,male_and_female,0,13,0,0,13,both,4,9,1,Dsim\GD20728,Scf_3R,15034378,15052550,+,3,0,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192195,9.0,1.0,0.0,0.1437,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,3,4,fem_and_unb,1,8,0,0,1,fem,0,9,0,0,9,both,0,9,1,Dsim\GD20729,Scf_3R,15053175,15061590,+,4,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192196,4.0,0.0,0.0,0.1654,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,4,fem_and_unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20730,Scf_3R,15061883,15064273,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192197,4.0,2.0,0.0,0.3904,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,3,1,0,4,fem_and_both,4,0,0,Dsim\GD20731,Scf_3R,15078910,15082404,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192198,13.0,1.0,1.0,0.0463,0.0,0.0,12.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,1,11,13,male_and_female_and_both,0,13,0,0,0,none,0,13,0,0,13,both,4,9,1,Dsim\GD20732,Scf_3R,15083168,15096294,+,7,0,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192199,6.0,3.0,2.0,0.0183,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1,1,3,1,5,male_and_female_and_both,0,4,2,0,2,male,0,6,0,0,6,both,4,2,1,Dsim\GD20733,Scf_3R,15096945,15100578,+,1,1,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192200,3.0,0.0,1.0,0.0442,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,3,3,unb,0,4,0,0,0,none,1,3,0,0,3,both,1,3,1,Dsim\GD20734,Scf_3R,15101490,15102674,+,2,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192201,14.0,1.0,4.0,0.0033,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,7,3,1,3,7,male_and_female_and_both,0,14,0,0,0,none,0,14,0,0,14,both,2,12,1,Dsim\GD20735,Scf_3R,15112692,15120923,+,3,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192202,3.0,2.0,0.0,0.1844,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,3,5,male_and_unb,0,4,1,1,2,male_and_unb,3,2,1,0,3,fem_and_both,6,0,0,Dsim\GD20736,Scf_3R,15139702,15149019,+,3,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192204,,,,,,,,,,,,,,,,,2,0,0,0,0,none,0,2,0,0,0,none,2,0,0,0,0,none,2,0,0,Dsim\GD20738,Scf_3R,15167299,15168056,+,1,1,A,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192205,1.0,1.0,0.0,0.9145,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,3,male_and_unb,0,3,0,0,0,none,2,1,0,0,1,both,3,0,0,Dsim\GD20739,Scf_3R,15170200,15171905,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192206,3.0,0.0,3.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD20740,Scf_3R,15174643,15176199,+,1,1,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192207,4.0,0.0,0.0,0.0740,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20741,Scf_3R,15177907,15178850,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192208,1.0,0.0,0.0,0.8945,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,none,0,1,0,0,0,none,0,1,0,0,1,both,1,0,0,Dsim\GD20742,Scf_3R,15199927,15200731,+,1,1,A,0,0,0,unbiased,unbiased,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192210,28.0,6.0,1.0,0.0481,0.0,2.0,25.0,18.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18,5,4,7,16,male_and_female_and_both,1,29,4,0,5,male_and_female,6,27,0,1,28,male_and_both,19,15,1,Dsim\GD20744,Scf_3R,15180560,15221747,+,11,0,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192211,7.0,3.0,2.0,0.0216,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,4,4,8,male_and_unb,0,7,1,0,1,male,1,6,0,1,7,male_and_both,7,1,1,Dsim\GD20745,Scf_3R,15221860,15223500,+,2,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192212,1.0,1.0,0.0,0.8287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,male,0,2,0,0,0,none,1,0,1,0,1,fem,2,0,0,Dsim\GD20746,Scf_3R,15226435,15227680,+,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FBgn0192213,4.0,1.0,1.0,0.0084,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,3,3,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20747,Scf_3R,15237056,15239939,+,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192215,2.0,0.0,0.0,0.0827,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2,male_and_unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20749,Scf_3R,15354898,15381753,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192216,,,,,,,,,,,,,,,,,0,0,2,0,2,male,0,0,1,1,2,male_and_unb,2,0,0,0,0,none,2,0,0,Dsim\GD20750,Scf_3R,15387288,15387981,+,1,1,A,0,0,0,,,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192217,,,,,,,,,,,,,,,,,2,0,0,0,0,none,0,2,0,0,0,none,2,0,0,0,0,none,2,0,0,Dsim\GD20751,Scf_3R,15388577,15389558,+,1,1,A,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192218,,,,,,,,,,,,,,,,,1,0,1,0,1,male,0,2,0,0,0,none,2,0,0,0,0,none,2,0,0,Dsim\GD20752,Scf_3R,15390079,15391080,+,1,1,A,0,0,0,,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192219,1.0,1.0,0.0,0.1187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,male,0,2,0,0,0,none,1,0,0,1,1,male,2,0,0,Dsim\GD20753,Scf_3R,15391449,15392523,+,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
FBgn0192221,5.0,1.0,0.0,0.1506,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,4,5,male_and_unb,0,5,0,0,0,none,0,5,0,0,5,both,0,5,1,Dsim\GD20755,Scf_3R,15399315,15405152,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192223,5.0,3.0,1.0,0.0183,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,7,10,male_and_female_and_both,2,9,0,0,2,fem,6,3,1,1,5,male_and_female_and_both,11,0,0,Dsim\GD20758,Scf_3R,15425817,15437334,+,6,0,A,0,0,0,male,male,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
FBgn0192224,2.0,0.0,0.0,0.6953,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20759,Scf_3R,15437522,15438554,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192225,6.0,0.0,0.0,0.1032,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,unb,0,6,0,0,0,none,0,6,0,0,6,both,0,6,1,Dsim\GD20760,Scf_3R,15417618,15420144,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192227,1.0,0.0,0.0,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,1,0,1,0,1,fem,2,0,0,Dsim\GD20762,Scf_3R,15452363,15453818,+,1,1,A,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FBgn0192228,5.0,1.0,0.0,0.1418,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,5,unb,0,5,0,0,0,none,0,5,0,0,5,both,4,1,1,Dsim\GD20763,Scf_3R,15453907,15458075,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192229,2.0,0.0,0.0,0.6401,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20764,Scf_3R,15460868,15462463,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192230,6.0,1.0,0.0,0.0781,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5,6,male_and_unb,0,6,0,0,0,none,0,6,0,0,6,both,6,0,0,Dsim\GD20765,Scf_3R,15462558,15465797,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192231,16.0,2.0,5.0,0.0008,0.0,0.0,11.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0,1,4,11,16,male_and_female_and_both,0,16,0,0,0,none,0,16,0,0,16,both,0,16,1,Dsim\GD20766,Scf_3R,15468255,15473687,+,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192232,3.0,2.0,0.0,0.4929,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,3,fem_and_unb,0,3,0,0,0,none,0,3,0,0,3,both,3,0,0,Dsim\GD20767,Scf_3R,15475281,15477289,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0192234,10.0,2.0,7.0,0.0004,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,1,2,1,6,9,male_and_female_and_both,0,9,1,0,1,male,0,10,0,0,10,both,2,8,1,Dsim\GD20769,Scf_3R,15478648,15482366,+,2,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0192235,18.0,5.0,0.0,0.1252,0.0,1.0,17.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4,7,14,male_and_female_and_both,1,18,0,0,1,fem,1,17,0,1,18,male_and_both,6,13,1,Dsim\GD20771,Scf_3R,15503122,15513576,+,9,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192236,2.0,1.0,0.0,0.0909,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20772,Scf_3R,15515495,15516505,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192237,7.0,3.0,0.0,0.2416,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,7,unb,0,7,0,0,0,none,0,7,0,0,7,both,1,6,1,Dsim\GD20773,Scf_3R,15516585,15519537,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192239,13.0,10.0,1.0,0.0068,0.0,5.0,7.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,5,11,2,18,male_and_female_and_both,11,20,6,1,18,male_and_female_and_both,25,6,0,7,13,male_and_both,38,0,0,Dsim\GD20775,Scf_3R,15526247,15549630,+,3,0,A,0,0,0,male,male,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
FBgn0192240,4.0,0.0,0.0,0.0878,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20776,Scf_3R,15563593,15567824,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192241,4.0,0.0,0.0,0.2841,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20777,Scf_3R,15570291,15572204,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192242,4.0,1.0,0.0,0.3295,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,4,5,male_and_unb,0,4,1,0,1,male,1,4,0,0,4,both,1,4,1,Dsim\GD20778,Scf_3R,15574198,15576076,+,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192243,2.0,0.0,0.0,0.1734,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD20779,Scf_3R,15609923,15611598,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192244,,,,,,,,,,,,,,,,,0,0,2,6,8,male_and_unb,0,8,0,0,0,none,8,0,0,0,0,none,8,0,0,Dsim\GD20780,Scf_3R,15617490,15618471,+,3,0,A,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0192245,7.0,1.0,4.0,0.0003,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0,0,0,7,7,unb,0,7,0,0,0,none,0,7,0,0,7,both,0,7,1,Dsim\GD20781,Scf_3R,15623255,15626060,+,2,0,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0192246,3.0,0.0,0.0,0.0816,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD20782,Scf_3R,15627390,15628818,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192247,4.0,1.0,0.0,0.6057,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,3,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD20783,Scf_3R,15628922,15630563,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0192248,3.0,0.0,0.0,0.6626,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD20784,Scf_3R,15630676,15631842,+,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
