mel_geneID,mel_geneSymbol,mel_chrom,mel_start,mel_end,mel_strand,sim_geneID,sim_geneSymbol,sim_chrom,sim_start,sim_end,sim_strand,orthoDB_groupID,num_mel_geneID_2_sim_geneID,num_sim_geneID_2_mel_geneID,flag_one2one_ortholog
FBgn0035870,Gr66a,3L,8305336,8306980,-,FBgn0184725,GD13002,Scf_3L,8103033,8104819,-,EOG091906V0,1,1,1
FBgn0035871,BI-1,3L,8307145,8308941,-,FBgn0184724,GD13001,Scf_3L,8104916,8106830,-,EOG09190EUJ,1,1,1
FBgn0035872,CG7185,3L,8310493,8315502,-,FBgn0184723,GD13000,Scf_3L,8108297,8113400,-,EOG09190F0H,1,1,1
FBgn0035873,CG13670,3L,8320763,8322280,+,FBgn0185770,GD14077,Scf_3L,8118712,8120228,+,EOG09190GPE,1,1,1
FBgn0035875,Cpr66Cb,3L,8336672,8338595,+,FBgn0185773,GD14081,Scf_3L,8134322,8136282,+,EOG09190HCX,1,1,1
FBgn0035876,Pex2,3L,8339051,8340276,+,FBgn0185774,GD14082,Scf_3L,8136716,8137879,+,EOG09190CBX,1,1,1
FBgn0035877,CG7083,3L,8340785,8342876,+,FBgn0185775,GD14083,Scf_3L,8138454,8140514,+,EOG091907TG,1,1,1
FBgn0035878,CG7182,3L,8344421,8346382,-,FBgn0184722,GD12999,Scf_3L,8142099,8144072,-,EOG091906YY,1,1,1
FBgn0035879,GAPcenA,3L,8346561,8352279,+,FBgn0185777,GD14085,Scf_3L,8144208,8149868,+,EOG09190119,1,1,1
FBgn0035880,Culd,3L,8352355,8356296,-,FBgn0184721,GD12998,Scf_3L,8149893,8153932,-,EOG0919020P,1,1,1
FBgn0035886,Jon66Ci,3L,8391540,8392377,+,FBgn0184718,GD12995,Scf_3L,8190148,8191045,-,EOG09190EID,3,3,0
FBgn0035886,Jon66Ci,3L,8391540,8392377,+,FBgn0194075,GD22678,Scf_2L,4763528,4764356,-,EOG09190EID,3,3,0
FBgn0035886,Jon66Ci,3L,8391540,8392377,+,FBgn0185780,GD14088,Scf_3L,8188593,8189686,+,EOG09190EID,3,3,0
FBgn0035887,Jon66Cii,3L,8392820,8393649,-,FBgn0184718,GD12995,Scf_3L,8190148,8191045,-,EOG09190EID,3,3,0
FBgn0035887,Jon66Cii,3L,8392820,8393649,-,FBgn0194075,GD22678,Scf_2L,4763528,4764356,-,EOG09190EID,3,3,0
FBgn0035887,Jon66Cii,3L,8392820,8393649,-,FBgn0185780,GD14088,Scf_3L,8188593,8189686,+,EOG09190EID,3,3,0
FBgn0035888,CG7120,3L,8396000,8402295,+,FBgn0185782,GD14090,Scf_3L,8194016,8199763,+,EOG0919038G,1,1,1
FBgn0035889,mkg-p,3L,8402168,8405277,-,FBgn0269434,GD28144,Scf_3L,8199788,8204260,-,EOG091903R6,1,1,1
FBgn0035890,CG13667,3L,8405454,8407354,+,FBgn0185784,GD14092,Scf_3L,8204322,8206345,+,EOG0919051N,1,1,1
FBgn0035896,CG6983,3L,8443042,8449377,-,FBgn0184712,GD12988,Scf_3L,8242253,8248527,-,EOG09190HDF,1,1,1
FBgn0035900,ZC3H3,3L,8507469,8509763,-,FBgn0184706,GD12982,Scf_3L,8289946,8292223,-,EOG0919064N,1,1,1
FBgn0035901,CG6745,3L,8510003,8513007,+,FBgn0185789,GD14097,Scf_3L,8292475,8295452,+,EOG091903XW,1,1,1
FBgn0035902,CG6683,3L,8513874,8514921,-,FBgn0184705,GD12981,Scf_3L,8296438,8297423,-,EOG09190G07,1,1,1
FBgn0035903,CG6765,3L,8512767,8518738,+,FBgn0185790,GD14098,Scf_3L,8295199,8301174,+,EOG091908LJ,1,1,1
FBgn0035904,GstO3,3L,8518885,8520295,+,FBgn0185791,GD14099,Scf_3L,8301238,8302680,+,EOG09190E8P,1,1,1
FBgn0035906,GstO2,3L,8521429,8523501,-,FBgn0184704,GD12980,Scf_3L,8303782,8305905,-,EOG09190DJK,1,1,1
FBgn0035907,GstO1,3L,8523742,8524866,-,FBgn0184702,GD12978,Scf_3L,8306120,8307232,-,EOG09190ELW,1,1,1
FBgn0035909,ergic53,3L,8534977,8538013,+,FBgn0185794,GD14102,Scf_3L,8317270,8320257,+,EOG091906W7,1,1,1
FBgn0035911,CG6638,3L,8574407,8576078,-,FBgn0184701,GD12977,Scf_3L,8357201,8358838,-,EOG0919081G,1,1,1
FBgn0035914,CG6282,3L,8604657,8617074,+,FBgn0185801,GD14109,Scf_3L,8392215,8399580,+,EOG0919078D,1,1,1
FBgn0035915,S-Lap1,3L,8617235,8619474,+,FBgn0185804,GD14112,Scf_3L,8399721,8401966,+,EOG0919059E,1,1,1
FBgn0035916,GAPsec,3L,8622039,8623901,-,FBgn0184696,GD12972,Scf_3L,8404356,8406322,-,EOG091909AP,1,1,1
FBgn0035917,Zasp66,3L,8624371,8638813,+,FBgn0185806,GD14114,Scf_3L,8406832,8421180,+,EOG091908UP,1,1,1
FBgn0035918,Cdc6,3L,8631509,8634069,-,FBgn0184695,GD12971,Scf_3L,8413819,8416980,-,EOG09190512,1,1,1
FBgn0035921,CG13305,3L,8644916,8646822,-,FBgn0184694,GD12970,Scf_3L,8427284,8429157,-,EOG09190F5C,1,1,1
FBgn0035922,Pex7,3L,8647145,8651011,+,FBgn0185809,GD14117,Scf_3L,8429205,8433299,+,EOG09190BFW,1,1,1
FBgn0035923,CG6511,3L,8721324,8726108,+,FBgn0268501,GD27211,Scf_3L,8503561,8508612,+,EOG0919014T,1,1,1
FBgn0035924,CG6576,3L,8755989,8757167,+,FBgn0185815,GD14125,Scf_3L,8538389,8539625,+,EOG09190GQ4,1,1,1
FBgn0035926,CG5804,3L,8788144,8788545,-,FBgn0184687,GD12963,Scf_3L,8570440,8570900,-,EOG09190K1X,1,1,1
FBgn0035928,CG13310,3L,8798730,8800532,-,FBgn0184686,GD12962,Scf_3L,8575591,8577458,-,EOG091909AO,1,1,1
FBgn0035929,CG13311,3L,8801540,8802164,-,FBgn0184685,GD12961,Scf_3L,8578505,8579139,-,EOG09190HRX,2,2,0
FBgn0035929,CG13311,3L,8801540,8802164,-,FBgn0184684,GD12960,Scf_3L,8580464,8581168,-,EOG09190HRX,2,2,0
FBgn0035931,CG13312,3L,8805811,8807213,-,FBgn0184683,GD12959,Scf_3L,8582744,8584209,-,EOG09190DYB,1,1,1
FBgn0035932,CG13308,3L,8808544,8809307,+,FBgn0084931,GD14130,Scf_3L,8585435,8586302,+,EOG09190E7S,1,1,1
FBgn0035933,CG13309,3L,8810395,8811265,+,FBgn0185820,GD14131,Scf_3L,8587375,8588276,+,EOG09190EPH,1,1,1
FBgn0035934,TrpA1,3L,8894404,8904790,-,FBgn0184682,GD12958,Scf_3L,8671489,8680957,-,EOG091900TV,1,1,1
FBgn0035936,Tsp66E,3L,8912499,8932065,+,FBgn0185825,GD14136,Scf_3L,8689533,8708203,+,EOG09190D2A,1,1,1
FBgn0035941,CG13313,3L,8958857,8960921,+,FBgn0185828,GD14140,Scf_3L,8735914,8738166,+,EOG09190APH,1,1,1
FBgn0035942,ValRS-m,3L,8961274,8964769,-,FBgn0184677,GD12953,Scf_3L,8738476,8742038,-,EOG091901EO,1,1,1
FBgn0035943,CG5653,3L,8964912,8966374,-,FBgn0184676,GD12952,Scf_3L,8742112,8743806,-,EOG091906PA,1,1,1
FBgn0035944,CG5021,3L,8966829,8968171,+,FBgn0185829,GD14141,Scf_3L,8744087,8745385,+,EOG09190ER5,1,1,1
FBgn0035945,CG5026,3L,8968528,8971752,+,FBgn0185831,GD14143,Scf_3L,8745686,8749273,+,EOG09190499,1,1,1
FBgn0035947,Srp68,3L,8975046,8977401,+,FBgn0185832,GD14144,Scf_3L,8752504,8754850,+,EOG091904XM,1,1,1
FBgn0035948,CG5644,3L,8977395,8979880,-,FBgn0184674,GD12950,Scf_3L,8754825,8757325,-,EOG09190AEA,1,1,1
FBgn0035949,CG13314,3L,8981795,8983212,+,FBgn0185833,GD14145,Scf_3L,8757998,8760647,+,EOG09190IFE,1,1,1
FBgn0035951,CG5068,3L,8986710,8989135,+,FBgn0185834,GD14146,Scf_3L,8764072,8766470,+,EOG0919098T,1,1,1
FBgn0035952,CG5280,3L,8989069,8990228,-,FBgn0184672,GD12948,Scf_3L,8766443,8767601,-,EOG09190G5S,1,1,1
FBgn0035953,CG5087,3L,8998184,9002566,+,FBgn0185835,GD14147,Scf_3L,8775052,8779898,+,EOG091901DV,1,1,1
FBgn0035954,Doc3,3L,9005196,9007249,+,FBgn0185836,GD14148,Scf_3L,8781985,8784537,+,EOG09190ASE,1,1,1
FBgn0035955,CG5194,3L,9008624,9009838,-,FBgn0184670,GD12946,Scf_3L,8785910,8787129,-,EOG09190IBP,1,1,1
FBgn0035956,Doc2,3L,9012686,9019246,-,FBgn0184667,GD12943,Scf_3L,8790048,8796616,-,EOG091909IT,1,1,1
FBgn0035957,CG5144,3L,9047439,9048724,+,FBgn0185838,GD14150,Scf_3L,8824592,8825881,+,EOG09190BV3,1,1,1
FBgn0035959,CG4911,3L,9067195,9072731,-,FBgn0184666,GD12942,Scf_3L,8844803,8850020,-,EOG0919093J,1,1,1
FBgn0035960,CG4942,3L,9073105,9074467,+,FBgn0268827,GD27537,Scf_3L,8850442,8851844,+,EOG09190AFU,1,1,1
FBgn0035964,Dhpr,3L,9134560,9135916,+,FBgn0185843,GD14155,Scf_3L,8900506,8901693,+,EOG09190EBO,1,1,1
FBgn0035965,Use1,3L,9135709,9137181,-,FBgn0184665,GD12941,Scf_3L,8901668,8903182,-,EOG09190F6D,1,1,1
FBgn0035968,Slc45-1,3L,9203065,9208853,-,FBgn0269917,GD28627,Scf_3L,8967671,8973502,-,EOG091905DP,1,1,1
FBgn0035969,CG4476,3L,9211880,9215256,+,FBgn0185847,GD14159,Scf_3L,8976533,8979826,+,EOG091904N2,1,1,1
FBgn0035970,CG4483,3L,9235150,9236648,-,FBgn0184663,GD12938,Scf_3L,8999004,9000502,-,EOG091908KZ,1,1,1
FBgn0035971,CG4477,3L,9250225,9251338,+,FBgn0185849,GD14161,Scf_3L,9014132,9015253,+,EOG09190BM0,1,1,1
FBgn0035975,PGRP-LA,3L,9334332,9338336,+,FBgn0067517,PGRP-LA,Scf_3L,9102451,9106411,+,EOG09190BA7,1,1,1
FBgn0035976,PGRP-LC,3L,9338810,9348336,+,FBgn0185853,GD14166,Scf_3L,9108606,9116490,+,EOG091907AN,1,1,1
FBgn0035977,PGRP-LF,3L,9349609,9351489,+,FBgn0185855,GD14168,Scf_3L,9117357,9119257,+,EOG09190D7B,1,1,1
FBgn0035978,UGP,3L,9350867,9358935,-,FBgn0184662,GD12937,Scf_3L,9119217,9126761,-,EOG091905TO,1,1,1
FBgn0035980,mRRF1,3L,9364350,9365240,+,FBgn0270910,GD29620,Scf_3L,9132352,9133283,+,EOG09190FG5,1,1,1
FBgn0035981,CG4452,3L,9367377,9370300,+,FBgn0185859,GD14172,Scf_3L,9135325,9138313,+,EOG09190AWD,1,1,1
FBgn0035982,CG4461,3L,9375430,9376293,+,FBgn0185862,GD14175,Scf_3L,9143327,9144216,+,EOG09190FP6,1,2,0
FBgn0035982,CG4461,3L,9375430,9376293,+,FBgn0270346,GD29056,Scf_NODE_112071,5,277,+,EOG09190FP6,1,2,0
FBgn0035983,CG4080,3L,9386827,9399227,-,FBgn0184654,GD12929,Scf_3L,9154193,9163297,-,EOG091904EP,1,1,1
FBgn0035985,Cpr67B,3L,9404797,9406174,+,FBgn0185865,GD14178,Scf_3L,9168805,9170204,+,EOG09190DS0,1,1,1
FBgn0035986,CG4022,3L,9406179,9410832,-,FBgn0184652,GD12927,Scf_3L,9170201,9174810,-,EOG09190DBT,1,1,1
FBgn0035987,CG3689,3L,9411038,9413835,+,FBgn0185866,GD14179,Scf_3L,9175013,9177594,+,EOG09190DZ8,1,1,1
FBgn0035988,CG3982,3L,9415755,9417388,-,FBgn0268392,GD27102,Scf_3L,9179686,9181302,-,EOG09190IMZ,1,1,1
FBgn0035989,CG3967,3L,9413596,9426758,-,FBgn0184651,GD12926,Scf_3L,9177570,9190642,-,EOG091909YJ,1,1,1
FBgn0035993,Nf-YA,3L,9440056,9442267,-,FBgn0270726,GD29436,Scf_3L,9203887,9206056,-,EOG09190GWQ,1,1,1
FBgn0035995,CG3529,3L,9446864,9450785,+,FBgn0185870,GD14183,Scf_3L,9209063,9213009,+,EOG0919073S,1,1,1
FBgn0035996,CG3448,3L,9450545,9451572,-,FBgn0184647,GD12922,Scf_3L,9212703,9213845,-,EOG09190EZL,1,1,1
FBgn0035997,phol,3L,9452803,9456281,-,FBgn0184646,GD12921,Scf_3L,9215253,9218465,-,EOG091908FC,1,1,1
FBgn0035998,CG3437,3L,9456342,9457669,-,FBgn0184645,GD12920,Scf_3L,9218527,9220036,-,EOG09190C8Z,1,1,1
FBgn0035999,CG3552,3L,9456318,9459370,+,FBgn0185872,GD14185,Scf_3L,9220093,9221553,+,EOG09190CM2,1,1,1
FBgn0036000,CG3434,3L,9459369,9460799,-,FBgn0270384,GD29094,Scf_3L,9221550,9222976,-,EOG091908CZ,1,1,1
FBgn0036004,Jarid2,3L,9477038,9486530,+,FBgn0185875,GD14188,Scf_3L,9239248,9248726,+,EOG091900EY,1,1,1
FBgn0036005,pall,3L,9486448,9487790,-,FBgn0184643,GD12918,Scf_3L,9248616,9249982,-,EOG09190CQW,1,1,1
FBgn0036007,path,3L,9494555,9505328,-,FBgn0184640,GD12915,Scf_3L,9256899,9267189,-,EOG091908BB,1,1,1
FBgn0036008,CG3408,3L,9506818,9509583,-,FBgn0184639,GD12914,Scf_3L,9268710,9271378,-,EOG09190C3U,1,1,1
FBgn0036010,Ir67a,3L,9542245,9543999,-,FBgn0184633,GD12908,Scf_3L,9298318,9300048,-,EOG09190BVU,1,1,1
FBgn0036014,CG3222,3L,9598988,9600341,+,FBgn0185880,GD14193,Scf_3L,9349780,9351159,+,EOG09190DYK,1,1,1
FBgn0036015,CG3088,3L,9600490,9601325,-,FBgn0184632,GD12907,Scf_3L,9351307,9352135,-,EOG09190DKY,1,1,1
FBgn0036016,CG3306,3L,9601523,9602548,+,FBgn0185882,GD14195,Scf_3L,9352304,9353383,+,EOG09190CAC,1,1,1
FBgn0036018,CG3335,3L,9624237,9627321,+,FBgn0185884,GD14198,Scf_3L,9375016,9378117,+,EOG091903PH,1,1,1
FBgn0036019,Or67b,3L,9627316,9629193,-,FBgn0184631,GD12906,Scf_3L,9378130,9380661,-,EOG091908HG,1,1,1
FBgn0036020,CG8336,3L,9628676,9631795,+,FBgn0185885,GD14199,Scf_3L,9379430,9382424,+,EOG091909Q2,1,1,1
FBgn0036022,CG8329,3L,9638112,9639021,+,FBgn0269472,GD28182,Scf_3L,9389818,9390806,+,EOG09190D1D,3,3,0
FBgn0036022,CG8329,3L,9638112,9639021,+,FBgn0185886,GD14200,Scf_3L,9388789,9389723,+,EOG09190D1D,3,3,0
FBgn0036022,CG8329,3L,9638112,9639021,+,FBgn0185887,GD14201,Scf_3L,9391688,9392597,+,EOG09190D1D,3,3,0
FBgn0036023,CG18179,3L,9639271,9640140,+,FBgn0269472,GD28182,Scf_3L,9389818,9390806,+,EOG09190D1D,3,3,0
FBgn0036023,CG18179,3L,9639271,9640140,+,FBgn0185886,GD14200,Scf_3L,9388789,9389723,+,EOG09190D1D,3,3,0
FBgn0036023,CG18179,3L,9639271,9640140,+,FBgn0185887,GD14201,Scf_3L,9391688,9392597,+,EOG09190D1D,3,3,0
FBgn0036024,CG18180,3L,9641013,9641913,+,FBgn0269472,GD28182,Scf_3L,9389818,9390806,+,EOG09190D1D,3,3,0
FBgn0036024,CG18180,3L,9641013,9641913,+,FBgn0185886,GD14200,Scf_3L,9388789,9389723,+,EOG09190D1D,3,3,0
FBgn0036024,CG18180,3L,9641013,9641913,+,FBgn0185887,GD14201,Scf_3L,9391688,9392597,+,EOG09190D1D,3,3,0
FBgn0036028,CG16717,3L,9679201,9681060,+,FBgn0185889,GD14203,Scf_3L,9430196,9431926,+,EOG09190BED,1,1,1
FBgn0036029,CG16719,3L,9685171,9686250,+,FBgn0185892,GD14206,Scf_3L,9436139,9437289,+,EOG09190CCS,1,1,1
FBgn0036030,CG6767,3L,9683579,9696700,-,FBgn0184627,GD12902,Scf_3L,9434687,9447642,-,EOG0919096Y,1,1,1
FBgn0036031,CG6761,3L,9700517,9703595,-,FBgn0184626,GD12901,Scf_3L,9451707,9454777,-,EOG091904FA,1,1,1
FBgn0036032,CG16711,3L,9704331,9710329,+,FBgn0185894,GD14208,Scf_3L,9455264,9460550,+,EOG091902T1,1,1,1
FBgn0036035,CG18178,3L,9717786,9719144,-,FBgn0184624,GD12899,Scf_3L,9469282,9471714,-,EOG09190DD4,1,1,1
FBgn0036036,CG14174,3L,9719328,9720464,+,FBgn0185897,GD14211,Scf_3L,9471895,9473178,+,EOG09190BHY,1,1,1
FBgn0036038,defl,3L,9723423,9726706,+,FBgn0185898,GD14212,Scf_3L,9476048,9479337,+,EOG091901NZ,1,1,1
FBgn0036039,Naa60,3L,9726895,9729650,+,FBgn0185899,GD14213,Scf_3L,9479531,9481906,+,EOG09190CM8,1,1,1
FBgn0036040,CG6749,3L,9731238,9733807,-,FBgn0184622,GD12897,Scf_3L,9483935,9486498,-,EOG09190AB9,1,1,1
FBgn0036043,CG8177,3L,9763544,9786466,+,FBgn0189487,GD17941,Scf_3L,9516320,9539013,+,EOG091900WB,1,1,1
FBgn0036044,Zasp67,3L,9787933,9797687,-,FBgn0184618,GD12893,Scf_3L,9540013,9550215,-,EOG091904SK,1,1,1
FBgn0036046,Ilp2,3L,9799698,9800440,+,FBgn0185904,GD14218,Scf_3L,9552196,9552959,+,EOG09190JPB,1,1,1
FBgn0036052,CG10809,3L,9857383,9859889,-,FBgn0184611,GD12886,Scf_3L,9610022,9612337,-,EOG09190CUA,1,1,1
FBgn0036053,iPLA2-VIA,3L,9860217,9864349,-,FBgn0184610,GD12885,Scf_3L,9612783,9616894,-,EOG091902AJ,1,1,1
FBgn0036056,CG6709,3L,9893188,9894743,-,FBgn0184607,GD12882,Scf_3L,9645693,9647249,-,EOG09190JEU,1,1,1
FBgn0036057,CG14164,3L,9893188,9894743,-,FBgn0270750,GD29460,Scf_3L,9646313,9647248,-,EOG09190G8V,1,1,1
FBgn0036058,CG6707,3L,9894807,9898575,-,FBgn0184606,GD12881,Scf_3L,9648007,9651213,-,EOG09190DC7,1,1,1
FBgn0036059,nudE,3L,9898703,9903031,+,FBgn0185911,GD14225,Scf_3L,9651337,9655610,+,EOG09190ASL,1,1,1
FBgn0036062,CG6685,3L,9966603,9968317,-,FBgn0184605,GD12880,Scf_3L,9711070,9712189,-,EOG09190G06,1,1,1
FBgn0036063,CG6674,3L,9971151,9972054,-,FBgn0184604,GD12879,Scf_3L,9715092,9716097,-,EOG09190FFT,1,1,1
FBgn0036066,CG14160,3L,10086747,10089400,-,FBgn0184601,GD12876,Scf_3L,9823241,9826001,-,EOG09190ARI,1,1,1
FBgn0036070,CG8072,3L,10151827,10152984,+,FBgn0185919,GD14233,Scf_3L,9889230,9890466,+,EOG09190H7B,1,1,1
FBgn0036072,CG6628,3L,10165809,10167023,-,FBgn0184595,GD12870,Scf_3L,9903526,9904722,-,EOG09190CM7,1,1,1
FBgn0036075,CG8065,3L,10215665,10216980,+,FBgn0185920,GD14234,Scf_3L,9953417,9954473,+,EOG09190DJG,1,1,1
FBgn0036078,Or67c,3L,10243320,10244706,-,FBgn0184590,GD12865,Scf_3L,9980049,9982323,-,EOG091909RG,1,1,1
FBgn0036080,Or67d,3L,10273204,10274624,+,FBgn0185921,GD14235,Scf_3L,10008487,10012600,+,EOG091909MW,1,1,1
FBgn0036082,CG12362,3L,10412818,10414774,+,FBgn0185923,GD14237,Scf_3L,10149441,10151321,+,EOG0919058Q,1,1,1
FBgn0036083,Ir67b,3L,10429689,10431983,-,FBgn0268141,GD26851,Scf_3L,10164439,10167179,-,EOG091905KS,1,1,1
FBgn0036085,CG6527,3L,10557023,10559082,-,FBgn0270737,GD29447,Scf_3L,10297968,10298859,-,EOG09190HQ3,1,1,1
FBgn0036089,CG14151,3L,10627680,10628484,-,FBgn0184583,GD12858,Scf_3L,10367690,10368514,-,EOG09190ITU,1,1,1
FBgn0036090,CG8009,3L,10638146,10639678,+,FBgn0269180,GD27890,Scf_3L,10378196,10379663,+,EOG09190IP1,1,1,1
FBgn0036091,CG18628,3L,10639740,10640136,+,FBgn0185936,GD14251,Scf_3L,10379763,10380170,+,EOG09190KJB,1,1,1
FBgn0036093,CG14154,3L,10641889,10643009,+,FBgn0185937,GD14252,Scf_3L,10381837,10383017,+,EOG09190GRX,1,1,1
FBgn0036094,CG14153,3L,10643528,10644615,+,FBgn0185938,GD14253,Scf_3L,10383220,10384499,+,EOG09190EPZ,1,1,1
FBgn0036096,CG8003,3L,10661475,10663157,+,FBgn0185939,GD14254,Scf_3L,10401474,10402999,+,EOG091909NP,1,1,1
FBgn0036099,CG11811,3L,10691024,10692598,+,FBgn0185942,GD14257,Scf_3L,10430761,10432327,+,EOG09190F9J,1,1,1
FBgn0036101,NijA,3L,10694360,10696877,-,FBgn0184576,GD12851,Scf_3L,10434162,10436580,-,EOG09190HFR,1,1,1
FBgn0036104,CG6418,3L,10876315,10879037,-,FBgn0189135,GD17585,Scf_3L,10615394,10618101,-,EOG09190472,1,1,1
FBgn0036105,Blos4,3L,10879085,10880188,+,FBgn0189183,GD17633,Scf_3L,10618152,10619555,+,EOG09190HZF,1,1,1
FBgn0036106,CG6409,3L,10880699,10882386,-,FBgn0269656,GD28366,Scf_3L,10619600,10621016,-,EOG09190E3E,1,1,1
FBgn0036107,galla-2,3L,10882890,10883573,+,FBgn0185948,GD14263,Scf_3L,10621775,10622603,+,EOG09190HH2,1,1,1
FBgn0036108,Cpr67Fa1,3L,10889990,10890700,+,FBgn0185951,GD14266,Scf_3L,10630169,10632752,+,EOG09190JTB,2,1,0
FBgn0036109,Cpr67Fa2,3L,10891714,10892516,+,FBgn0185951,GD14266,Scf_3L,10630169,10632752,+,EOG09190JTB,2,1,0
FBgn0036110,Cpr67Fb,3L,10894173,10894693,+,FBgn0269142,GD27852,Scf_3L,10633257,10634736,+,EOG09190J5W,1,1,1
FBgn0036111,Aps,3L,10894776,10899123,-,FBgn0189134,GD17584,Scf_3L,10635443,10639209,-,EOG09190HHA,1,1,1
FBgn0036112,CG14147,3L,10972648,10973476,+,FBgn0185955,GD14270,Scf_3L,10711969,10712799,+,EOG09190IWU,1,1,1
FBgn0036116,CG7888,3L,11054035,11059659,+,FBgn0185960,GD14275,Scf_3L,10793251,10798836,+,EOG091907NQ,1,1,1
FBgn0036117,CG6321,3L,11059437,11061224,-,FBgn0184560,GD12835,Scf_3L,10798709,10800424,-,EOG091908N6,1,1,1
FBgn0036118,Blos2,3L,11061571,11062215,+,FBgn0185961,GD14276,Scf_3L,10800705,10801417,+,EOG09190HMR,1,1,1
FBgn0036121,CG6310,3L,11069043,11069864,-,FBgn0184557,GD12832,Scf_3L,10808146,10809212,-,EOG09190GXB,1,1,1
FBgn0036124,CG7839,3L,11074769,11078736,+,FBgn0185967,GD14282,Scf_3L,10813796,10817768,+,EOG091901SQ,1,1,1
FBgn0036125,Iyd,3L,11093371,11096245,-,FBgn0184554,GD12829,Scf_3L,10830529,10833394,-,EOG09190B6J,1,1,1
FBgn0036126,Irbp18,3L,11097446,11098186,-,FBgn0184553,GD12828,Scf_3L,10834347,10835361,-,EOG09190J6B,1,1,1
FBgn0036128,Elo68beta,3L,11100675,11101698,-,FBgn0184551,GD12826,Scf_3L,10839014,10840191,-,EOG09190D81,2,2,0
FBgn0036128,Elo68beta,3L,11100675,11101698,-,FBgn0184552,GD12827,Scf_3L,10837801,10838915,-,EOG09190D81,2,2,0
FBgn0036133,CG7638,3L,11109690,11112117,+,FBgn0185970,GD14285,Scf_3L,10845120,10847487,+,EOG091907UW,1,1,1
FBgn0036134,FoxK,3L,11114169,11120783,-,FBgn0184546,GD12820,Scf_3L,10850111,10856523,-,EOG0919076V,1,1,1
FBgn0036135,mRpL2,3L,11120847,11122041,+,FBgn0185971,GD14286,Scf_3L,10856589,10857771,+,EOG09190DGZ,1,1,1
FBgn0036136,Ufd1-like,3L,11121966,11123216,-,FBgn0184545,GD12819,Scf_3L,10857704,10858983,-,EOG09190CHY,1,1,1
FBgn0036139,CG6216,3L,11149578,11150785,-,FBgn0184543,GD12817,Scf_3L,10882787,10886254,-,EOG09190EC3,1,1,1
FBgn0036141,wls,3L,11166620,11169625,-,FBgn0184542,GD12816,Scf_3L,10901410,10904460,-,EOG091905CW,1,1,1
FBgn0036142,CG7616,3L,11169817,11172411,+,FBgn0185977,GD14292,Scf_3L,10904646,10907239,+,EOG0919088E,1,1,1
FBgn0036143,CG14142,3L,11173514,11176892,+,FBgn0185978,GD14293,Scf_3L,10908277,10911459,+,EOG0919097K,1,1,1
FBgn0036144,GlcAT-P,3L,11176954,11197536,-,FBgn0184541,GD12815,Scf_3L,10911924,10931352,-,EOG091909L7,1,1,1
FBgn0036145,CG7607,3L,11199620,11200587,+,FBgn0185979,GD14294,Scf_3L,10933223,10935133,+,EOG09190H1R,1,1,1
FBgn0036146,CG14141,3L,11201351,11202158,+,FBgn0185980,GD14295,Scf_3L,10935091,10935846,+,EOG09190H8F,1,1,1
FBgn0036147,Plod,3L,11198166,11206016,-,FBgn0184540,GD12814,Scf_3L,10931963,10939747,-,EOG0919032F,1,1,1
FBgn0036150,Ir68a,3L,11232972,11236218,-,FBgn0184538,GD12812,Scf_3L,10965657,10970799,-,EOG0919068D,1,1,1
FBgn0036152,CG6175,3L,11287936,11295919,-,FBgn0189133,GD17583,Scf_3L,11014583,11020575,-,EOG09190GIW,1,1,1
FBgn0036153,CG7573,3L,11311747,11313397,+,FBgn0185985,GD14300,Scf_3L,11037434,11039116,+,EOG091907VX,1,1,1
FBgn0036154,CG6168,3L,11319642,11321719,-,FBgn0045604,GD12810,Scf_3L,11046357,11047424,-,EOG09190BUH,1,1,1
FBgn0036155,CG6163,3L,11361986,11364885,-,FBgn0184536,GD12809,Scf_3L,11084816,11087773,-,EOG091909X0,1,1,1
FBgn0036156,CG11726,3L,11394690,11395673,+,FBgn0185987,GD14302,Scf_3L,11117143,11118167,+,EOG09190EDB,1,1,1
FBgn0036157,CG7560,3L,11425158,11426395,+,FBgn0185989,GD14304,Scf_3L,11148472,11149720,+,EOG09190B44,1,1,1
FBgn0036158,CG6149,3L,11434695,11435476,-,FBgn0184533,GD12806,Scf_3L,11158210,11159123,-,EOG09190EIN,1,1,1
FBgn0036159,CG7557,3L,11445161,11446579,+,FBgn0185990,GD14305,Scf_3L,11168439,11169844,+,EOG09190BON,1,1,1
FBgn0036160,CG12289,3L,11457076,11458470,-,FBgn0184532,GD12805,Scf_3L,11180071,11181567,-,EOG091909S7,1,1,1
FBgn0036161,CG7551,3L,11458490,11459625,+,FBgn0185991,GD14306,Scf_3L,11181585,11182695,+,EOG09190BST,1,1,1
FBgn0036162,CG6140,3L,11463570,11465864,-,FBgn0184531,GD12804,Scf_3L,11186640,11188854,-,EOG09190774,1,1,1
FBgn0036165,chrb,3L,11487550,11499055,+,FBgn0185995,GD14310,Scf_3L,11210864,11222020,+,EOG09190E98,1,1,1
FBgn0036168,CG7512,3L,11513705,11518904,+,FBgn0189185,GD17635,Scf_3L,11227420,11232588,+,EOG091907BF,1,1,1
FBgn0036170,CG11714,3L,11518798,11522713,-,FBgn0184529,GD12802,Scf_3L,11234983,11236509,-,EOG09190A5N,1,1,1
FBgn0036173,CG7394,3L,11561996,11564312,+,FBgn0185997,GD14312,Scf_3L,11276173,11277103,+,EOG09190J5Y,1,1,1
