gene_id,flag_zea_mays_paralog_hoopes,orthogroup_hoopes,freq_pav_hoopes,flag_pav,flag_detect_shrtRd_rsem_B73,flag_detect_shrtRd_rsem_C123,flag_detect_shrtRd_rsem_Hp301,flag_detect_shrtRd_rsem_Mo17,flag_detect_shrtRd_rsem_NC338,flag_detect_ccs_B73,flag_detect_ccs_C123,flag_detect_ccs_Hp301,flag_detect_ccs_Mo17,flag_detect_ccs_NC338,flag_detect_shrtRd_genomeAln_B73,flag_detect_shrtRd_genomeAln_C123,flag_detect_shrtRd_genomeAln_Hp301,flag_detect_shrtRd_genomeAln_Mo17,flag_detect_shrtRd_genomeAln_NC338,flag_detect_B73,flag_detect_C123,flag_detect_Hp301,flag_detect_Mo17,flag_detect_NC338,flag_detect_num_geno_gt0_lt5,num_detect_genotype,flag_analyze_B73,flag_analyze_C123,flag_analyze_Hp301,flag_analyze_Mo17,flag_analyze_NC338,sum_analyze,mean_B73_Amb,mean_B73_Ele,mean_C123_Amb,mean_C123_Ele,mean_Hp301_Amb,mean_Hp301_Ele,mean_Mo17_Amb,mean_Mo17_Ele,mean_NC338_Amb,mean_NC338_Ele,flag_no_assoc_v5_gene,flag_no_assoc_pangene,flag_core,flag_near_core,flag_dispensable,flag_private,flag_any_tandem_dup,flag_temperate_tandem_dup,pangene_class
Zm00001d023721,1.0,OG0003419,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,15.993333333333334,12.0025,21.65583333333333,31.39833333333333,11.095,18.064166666666672,24.64,24.906666666666666,17.2025,35.610833333333346,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023724,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,0.0,0.0,1.0,0.0,2.0,44.19833333333333,40.115,0.5299999999999999,0.225,0.1108333333333333,0.1075,24.137500000000006,26.28666666666667,4.985833333333334,8.7425,0.0,0,0,0,1,0,1.0,0.0,dispensable
Zm00001d023729,0.0,OG0010532,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,21.54583333333333,25.26833333333333,26.81416666666667,64.91,14.791666666666664,38.43,31.32833333333333,67.38416666666667,29.58083333333333,81.81833333333336,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023733,1.0,OG0005871,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,48.85166666666668,85.63416666666666,62.27500000000001,95.95583333333332,46.43666666666667,67.28333333333335,68.16583333333334,103.0675,43.07666666666668,91.26333333333332,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023734,1.0,OG0005874,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,116.35833333333336,160.19666666666666,152.365,207.46166666666664,148.5725,201.4366666666666,226.3008333333333,276.7108333333333,178.12333333333336,366.1875,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023735,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,35.78166666666667,51.49583333333334,55.43083333333334,183.225,23.0325,37.02333333333335,29.704166666666666,84.2666666666667,22.04833333333333,89.28666666666668,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023738,1.0,OG0003473,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,26.710000000000004,41.5425,55.6925,121.02416666666667,24.709166666666665,56.24833333333333,51.3575,91.1325,39.63583333333333,129.6175,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023741,0.0,OG0008494,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,54.75750000000001,48.10916666666667,60.86583333333334,114.14916666666667,40.270833333333336,67.83583333333331,67.66333333333334,100.105,66.07166666666667,150.4775,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023749,1.0,OG0003188,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,31.74416666666667,39.6275,50.98083333333332,111.32333333333334,33.480000000000004,55.66916666666666,48.75666666666668,75.94083333333336,56.70416666666668,141.10416666666666,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023756,0.0,OG0009115,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.03,16.734999999999996,20.580833333333327,29.42833333333333,16.451666666666664,23.56083333333333,20.420833333333327,27.18583333333333,15.595833333333335,27.595,0.0,0,0,1,0,0,1.0,0.0,near-core
Zm00001d023757,0.0,OG0010440,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,866.1608333333332,775.3383333333333,1621.4875,780.7674999999997,888.465,504.5608333333333,1345.2008333333329,514.075,1822.125,458.7375000000001,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023767,1.0,OG0001969,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,6.410833333333334,12.778333333333334,6.5166666666666675,20.125000000000004,6.133333333333333,19.415833333333328,8.2175,21.904166666666665,5.97,36.314166666666665,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023769,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,1.0,1.0,2.0,27.299166666666668,0.3791666666666667,0.1241666666666666,0.4716666666666667,0.1558333333333333,0.1016666666666666,1.59,100.70583333333336,0.43,185.0908333333333,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023774,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.8625,0.2908333333333333,2.080833333333333,0.1333333333333333,1.1191666666666666,1.498333333333333,77.24749999999997,0.7158333333333333,95.84833333333334,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023779,1.0,OG0001503,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,1.0,4.0,11.395,5.55,8.735833333333334,126.70333333333332,3.8091666666666666,11.749166666666667,11.643333333333333,253.7175,5.0924999999999985,281.1225,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023784,1.0,OG0005280,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.7375,14.020833333333336,14.766666666666667,25.29,13.0025,19.07583333333333,16.22,21.78833333333333,16.058333333333334,35.401666666666664,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023788,0.0,OG0013632,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,0.0,1.0,2.0,16.254166666666666,3.8833333333333333,4.698333333333333,8.948333333333334,3.5075000000000003,4.5975,3.984166666666667,4.715,4.020833333333334,7.638333333333334,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023791,0.0,OG0010426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,16.830833333333334,19.205,33.461666666666666,31.95833333333333,14.983333333333334,18.240833333333327,40.90000000000001,33.3,26.25166666666667,36.6575,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023792,0.0,OG0011281,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,92.91,79.61500000000002,143.6275,81.45666666666666,102.21083333333335,49.86916666666666,119.06666666666668,74.955,144.05249999999995,98.8725,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023795,1.0,OG0010166,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,49.44416666666666,73.32833333333333,46.64499999999999,103.555,30.820833333333336,55.66333333333334,46.32583333333333,97.60000000000002,42.48416666666667,118.72666666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023796,0.0,OG0008238,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.1783333333333333,0.2625,0.4733333333333333,0.2333333333333333,0.1941666666666666,0.0858333333333333,0.5824999999999999,0.2808333333333333,0.2641666666666666,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023797,1.0,OG0003008,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,0.0,1.0,2.0,1.1933333333333334,1.8925,3.0175,6.6816666666666675,1.62,3.4675,4.025,5.126666666666667,4.0441666666666665,6.8616666666666655,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023802,1.0,OG0002051,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,112.20833333333331,38.90166666666666,219.31916666666663,180.9125,22.83250000000001,24.61583333333333,48.85416666666666,55.975,39.1675,69.62249999999999,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023807,1.0,OG0003129,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,11.2125,14.383333333333333,19.7575,36.836666666666666,8.471666666666666,15.4625,16.732499999999998,27.46166666666667,20.926666666666666,45.67666666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023808,0.0,OG0013602,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,23.53,35.04083333333334,46.00916666666666,94.20750000000002,26.02333333333333,51.42250000000001,48.70000000000001,78.82416666666667,36.094166666666666,96.08166666666666,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023811,0.0,OG0005503,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,1.0,1.0,2.0,37.43083333333333,5.2175,0.2566666666666666,5.661666666666666,0.0,2.1833333333333336,3.286666666666666,209.3708333333333,1.955,335.49916666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023817,1.0,OG0007638,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,6.4625,8.700000000000001,7.320833333333334,13.865,6.073333333333332,8.000833333333333,8.365000000000002,12.065833333333332,9.742499999999996,15.265833333333333,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023825,1.0,OG0004103,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,20.62,28.6375,18.991666666666667,39.98666666666667,14.365000000000002,22.01916666666667,17.938333333333333,40.68083333333333,18.243333333333336,33.252500000000005,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023830,1.0,OG0001736,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,218.3725,325.63666666666666,242.35083333333336,692.7575,149.4325,411.97583333333336,267.43833333333333,732.5483333333333,202.57,882.9208333333335,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023833,0.0,OG0009753,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,201.46666666666667,59.3325,157.06916666666666,95.4875,57.602500000000006,46.9675,64.60833333333333,35.605833333333344,66.97250000000001,69.56916666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023838,1.0,OG0004170,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,71.85249999999998,12.729166666666664,9.890000000000002,26.235,7.9941666666666675,18.945833333333333,11.441666666666665,27.57916666666668,7.184166666666666,37.795,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023843,0.0,OG0013604,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,1.0,4.0,1.7074999999999998,2.873333333333333,2.1133333333333333,7.413333333333334,5.1125,9.563333333333333,6.071666666666667,55.38666666666668,3.075,30.52416666666668,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023846,0.0,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,1,1,0,5,1.0,0.0,0.0,0.0,0.0,1.0,31.53833333333333,41.77333333333333,2.4658333333333333,4.786666666666667,0.0616666666666666,0.2383333333333333,0.3408333333333333,1.1991666666666665,0.1508333333333333,0.0608333333333333,0.0,0,0,0,1,0,0.0,0.0,dispensable
Zm00001d023856,1.0,OG0002152,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,15.293333333333335,25.32666666666667,20.241666666666664,51.27833333333334,8.339999999999998,14.746666666666668,13.482500000000002,14.413333333333336,15.0725,16.463333333333335,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023867,1.0,OG0005981,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,14.3425,13.888333333333335,5.744166666666667,14.955833333333333,4.48,10.663333333333332,19.823333333333327,41.29083333333333,4.054166666666667,13.32,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023869,1.0,OG0000057,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,94.86416666666668,59.29916666666667,137.3675,130.96666666666667,101.70666666666666,78.75333333333334,283.5133333333333,105.48166666666668,206.82916666666665,142.1858333333334,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023873,1.0,OG0000057,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,0.0,1.0,1.0,1.0,4.0,20.103333333333328,5.8125,14.654166666666667,1.8708333333333331,33.19083333333334,6.945,60.58333333333334,9.763333333333334,73.54333333333334,10.971666666666666,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023874,0.0,OG0009597,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,71.33916666666666,73.375,53.71000000000001,73.36833333333334,111.37833333333332,117.07583333333334,141.36416666666668,129.74666666666667,40.88833333333333,53.9675,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023881,0.0,OG0013096,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,0.0,1.0,1.0,4.0,4.135833333333333,5.357500000000001,4.883333333333333,6.216666666666668,4.4991666666666665,4.645,4.7250000000000005,5.780833333333334,6.5791666666666675,7.883333333333333,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023885,1.0,OG0006894,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.847499999999998,19.530833333333327,13.9125,26.0175,10.645,16.456666666666667,14.505,24.24916666666667,15.240833333333335,32.5725,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023887,1.0,OG0000227,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,236.19083333333333,62.88999999999999,593.0091666666666,222.17166666666665,394.75166666666667,216.7708333333333,453.53333333333336,183.8141666666667,467.5033333333333,69.75333333333334,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023888,0.0,OG0012675,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,304.555,228.3075,124.38833333333334,84.16,60.96916666666666,39.94083333333333,120.0275,64.675,231.26333333333332,93.675,0.0,1,0,0,0,0,,,none
Zm00001d023896,0.0,OG0003941,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,0.0,1.0,1.0,4.0,16.905,20.595833333333328,8.594166666666668,10.270833333333334,3.3750000000000004,4.116666666666666,6.739166666666668,6.594166666666666,11.328333333333333,17.999166666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023897,1.0,OG0002767,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,1.0,3.0,2.180833333333333,3.770833333333333,6.6850000000000005,13.378333333333336,3.794166666666667,6.071666666666667,6.586666666666666,10.981666666666666,4.696666666666667,8.864999999999998,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023904,1.0,OG0003834,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,145.80833333333337,135.06583333333333,126.04083333333332,300.51166666666666,13.258333333333335,22.22916666666667,8.206666666666667,18.291666666666668,132.90083333333334,315.71083333333337,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023910,0.0,OG0010428,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,1.0,3.0,2.703333333333333,4.088333333333334,5.7108333333333325,8.904166666666667,1.3675,1.93,3.194166666666668,5.3691666666666675,7.721666666666668,10.594166666666666,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023914,1.0,OG0006081,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,8.602500000000001,11.160833333333333,16.429166666666667,24.8775,10.496666666666666,14.938333333333333,9.463333333333336,14.470833333333335,14.876666666666665,25.7025,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023915,0.0,OG0010978,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.3641666666666667,2.9966666666666666,1.5333333333333332,5.2725,0.9975,1.22,1.2425000000000002,3.92,1.6233333333333333,2.640833333333333,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023919,1.0,OG0006457,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,0.0,4.0,7.104166666666668,7.885833333333332,11.825833333333335,16.283333333333335,5.083333333333333,6.099166666666666,4.4366666666666665,8.06,3.838333333333333,4.5216666666666665,0.0,0,0,1,0,0,1.0,0.0,near-core
Zm00001d023922,0.0,OG0006086,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,1.0,3.0,1.0741666666666667,3.4433333333333334,3.5658333333333334,7.594166666666666,1.403333333333333,3.290833333333333,3.4458333333333333,6.747500000000001,3.4925,12.043333333333333,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023929,0.0,OG0010870,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,707.7158333333333,400.32166666666666,1183.3416666666672,410.85833333333335,722.5175,291.16,754.89,181.19416666666663,875.4575000000002,247.98500000000004,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023934,1.0,OG0011697,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,15.823333333333334,21.604166666666664,22.49916666666667,38.055,15.116666666666665,28.33083333333333,23.08916666666667,44.03416666666667,25.89583333333333,47.01833333333334,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023939,0.0,OG0013610,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,66.89916666666666,59.51916666666667,15.391666666666667,86.72583333333333,29.87416666666667,74.97166666666666,38.17666666666667,124.95499999999998,47.36666666666667,139.16500000000002,0.0,0,0,1,0,0,1.0,1.0,near-core
Zm00001d023943,1.0,OG0002880,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,14.574166666666665,46.2725,15.885000000000002,43.69416666666667,9.482499999999998,23.35333333333334,17.541666666666664,41.316666666666656,18.372500000000013,70.30499999999999,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023945,0.0,OG0016607,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,1.0,0.0,1.0,2.0,0.1291666666666666,0.73,0.16,3.1983333333333333,1.0450000000000002,14.028333333333334,1.6016666666666666,2.648333333333333,0.2358333333333333,15.209166666666668,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023962,1.0,OG0000193,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,22.567499999999995,28.395,49.42666666666667,85.1325,33.153333333333336,46.515,63.41750000000001,95.97583333333333,30.96166666666667,97.81416666666664,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023968,1.0,OG0000860,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,76.07833333333333,74.02333333333333,80.765,122.79749999999996,88.75750000000002,165.88500000000005,138.80499999999998,143.365,87.62749999999996,182.1708333333333,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023974,0.0,OG0008662,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,6.0974999999999975,7.729166666666668,14.355000000000002,17.447499999999998,5.104166666666667,6.263333333333333,11.521666666666668,12.328333333333333,11.055833333333332,18.304166666666664,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023978,0.0,OG0013057,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,31.4425,46.34916666666666,55.90333333333333,106.67166666666668,21.53833333333333,41.90333333333334,68.66833333333334,93.92916666666667,59.00416666666667,153.3075,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023979,0.0,OG0009287,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,1.0,1.0,2.0,0.925,2.4525,1.1633333333333329,4.7508333333333335,1.03,3.397499999999998,1.3591666666666666,5.942499999999999,1.2591666666666668,10.166666666666666,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023984,0.0,OG0011693,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6741666666666667,10.983333333333333,0.1408333333333333,0.0,0.5399999999999999,0.2258333333333333,1.0733333333333337,2.838333333333333,0.2133333333333333,0.1633333333333333,0.0,0,0,1,0,0,1.0,0.0,near-core
Zm00001d023987,1.0,OG0004678,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,539.7041666666668,493.70833333333337,294.34333333333336,400.2791666666667,680.9200000000002,881.7258333333333,709.8541666666667,1022.6816666666667,212.26333333333332,390.5766666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d023990,1.0,OG0000128,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,37.071666666666665,38.13166666666667,63.2475,50.63333333333333,48.70166666666668,55.7725,54.10750000000001,45.7575,97.26,59.69083333333334,0.0,0,0,1,0,0,0.0,0.0,near-core
