featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_6705	0.386052	0.451299	0.280025	0.63587	-0.413232	0.178417	0.474056	0.373384	-0.364645	0.486371	0.401178	0.460041	0.32098	0.552352	0.166714	0.540831	0.113994	0.718098	-0.352779	0.54714	0.06378	0.898099	-0.970303	0.09406	-0.3624	0.464917	-0.040419	0.862196	-0.358529	0.149287	-0.933604	0.155063	-0.48834	0.409881	-0.404273	0.41233	0.234922	0.632042	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		155552.7031	9.5732E+11	inf	220	inf		1601.0392	4.1277E+01	2.87	2.854593324		2.85	0.499884353	2.837731247	0.098767742	1601.0406	0.045915718	1.0000E+12	1601.0404	53434976	2.868804821	2.84	4638889.512	1600.0331		416418.9318	2.85	[m+h]+	0.165504129	1601.0431	164	[m+h]+	12172900.52	149726766.9	164																
met_6706	-0.817632	0.125091	0.210317	0.718502	-0.055044	0.852622	-0.130803	0.80978	0.167322	0.738585	0.104862	0.84243	-0.054264	0.921681	0.048755	0.857389	0.081582	0.793436	-0.265803	0.655608	-0.26571	0.590544	-0.181354	0.698717	-0.098842	0.843092	-0.130297	0.558034	-0.371718	0.129315	-1.172673	0.048413	-0.21896	0.709631	-0.145871	0.756453	0.336187	0.50014	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	1	pd1074	all pd1074 direction	1		70202.67969	7.9605E+11	6.999145258	220	1.864759226		1617.0905	7.9052E+00	2.87	2.852391313		2.85	0.555314186	2.83911102	0.103572138	1617.0923	0.055246563	1.0000E+12	1617.0922	3604272.75	2.871886641	2.84	1385533.83	1616.084946		173534.1391	2.85	[m+h]+	0.156396041	1617.0947	152	[m+h]+	4435455.887	12603006.3	152																
met_6710	-0.662256	0.241198	0.316636	0.58899	-0.107733	0.72618	-0.594273	0.251241	0.55777	0.27836	-1.123421	0.068054	-0.115837	0.830456	0.030203	0.910559	0.078106	0.800978	0.218873	0.706691	-0.678991	0.180062	0.096365	0.852296	0.092736	0.855318	-0.62816	0.008872	-0.02498	0.919337	0.155226	0.795885	0.272253	0.64079	-1.049791	0.039337	-0.544885	0.275827	0	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	3031_(e30)	13434.17285	6.3918E+11	3.799765904	221	1.502087255		840.5744	6.3968E+00	2.82	2.803320287		2.80	0.119999926	2.780319053	0.180655193	840.5751	0.05506533	1.0000E+12	840.5750	31221008	2.82288735	2.78	9157213.039	822.5412166	1	70585.65838	2.80	[m+nh4]+	0.340685033	840.5760	192	[m+h]+|[m+2h]2+|[m+nh4]+ |[m+nh4]+ +1|[m+nh4]+ +2	57770477.98	211385355.8	194	916	C48H90NO8P	[M + H]+	C48H90NO8P	0.978894472	38.9522674	38.9522674	0	9	0.851638399	-1.801759828	1.801759828	1.33001785	840.6488	346.84	3031_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime346.84scanNumNApre
met_6711	-0.694207	0.219521	0.226473	0.699806	0.045294	0.88511	-0.409313	0.422443	0.780611	0.139317	-0.934638	0.151794	-0.212916	0.696206	0.085325	0.752237	0.18245	0.557678	0.364265	0.533581	-0.29176	0.553017	-0.148337	0.774546	-0.271995	0.604541	-0.65901	0.006739	0.042038	0.864471	0.058179	0.920131	0.581523	0.32752	-1.061765	0.039631	-0.565968	0.261233	0	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	1	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	2851_(e30)	15372.91406	7.5000E+11	inf	221	inf		826.5589	5.1956E+00	2.84	2.815899572		2.82	0.499972442	2.790595505	0.179456165	826.5596	0.027561671	1.0000E+12	826.5596	36019628	2.844506198	2.79	8575809.953	787.5964835	1	85580.18558	2.82	[m+k]+	0.211906771	826.5603	196	[m+na]+ |[m+na]+ +1|[m+k]+ |[m+k]+ +1|[m+k]+ +2|[m+2na-h]+ |[m+2na-h]+ +1	45641978.06	177865921.2	196	189	C35H72O2	[M + H]+	C35H72O2	1	87.29099928	87.29099928	0	24	0.929234829	-2.448145537	2.448145537	2.458329181	525.5618	394.07	2851_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime394.07scanNumNApre
met_6712	-0.460105	0.373614	0.24288	0.677858	0.20794	0.506716	-0.099726	0.850277	0.944107	0.081721	-0.625102	0.283372	-0.381048	0.483748	0.171312	0.532359	0.359611	0.257667	0.314147	0.59287	-0.375905	0.44847	-0.018681	0.970567	0.085607	0.866837	-0.450841	0.051108	0.11933	0.625233	0.038949	0.944249	0.792032	0.190507	-0.80056	0.106559	-0.381248	0.441853	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	2632_(e30)	90543.26563	8.2412E+11	5.026718042	221	1.590887399		808.5480	6.9510E+00	2.90	2.829136646		2.83	0.333264805	2.785545842	0.172519154	808.5492	0.045917466	1.0000E+12	808.5493	6498909	2.903972861	2.79	1876748.474	785.5601034	1	191233.7535	2.83	[m+na]+	0.248706121	808.5500	194	[m+h]+|[m+na]+	10684377.61	31692195.35	199	1810	C41H74N7O7P	[M + H]+	C41H74N7O7P	0.461809045	9.744663429	9.744663429	0	5	0.574299065	-3.373757386	3.578991981	4.19171656	808.5494	161.52	2632_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime161.52scanNumNApre
met_6715	-0.490818	0.336752	-0.050905	0.931814	-0.113203	0.71083	-0.52758	0.309217	0.543221	0.296034	-0.640856	0.257087	-0.078932	0.884197	-0.026552	0.921866	-0.009136	0.976677	-0.082711	0.886743	-0.693105	0.180857	0.195895	0.697621	0.295591	0.561896	-0.482633	0.036254	-0.112849	0.642595	-0.110166	0.838912	0.053038	0.927254	-0.832479	0.093383	-0.669083	0.187978	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	2203_(e30)	86935.17188	2.5373E+11	inf	221	inf		774.5645	5.9597E+00	2.92	2.845259673		2.84	0.08335715	2.794367318	0.162681986	774.5652	0.046029946	1.0000E+12	774.5652	4502221	2.91740278	2.79	1148613.641	773.5579627	1	251650.002	2.85	[m+h]+	0.266774504	774.5659	191	[m+h]+ |[m+h]+ +1	6960900.586	33028416.08	201	1605	C39H77N9O5	[M + Na]+	C39H77N9O5	0.563316583	22.00013352	22.00013352	0	7	0.674253556	-1.185172318	1.185172318	-1.274558498	774.593	370.63	2203_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime370.63scanNumNApre
met_6716	-0.316003	0.533388	0.249283	0.667677	0.018405	0.952949	-0.485583	0.35881	0.499602	0.354385	-0.243422	0.674782	-0.586854	0.287099	-0.091137	0.73995	0.072399	0.819145	-0.097787	0.867292	-0.609507	0.229748	0.541214	0.290239	0.533763	0.28923	-0.19787	0.39264	-0.033646	0.889968	-0.406863	0.457481	0.472507	0.426931	-0.713201	0.152994	-0.237878	0.635316	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0		52039.51953	8.6709E+11	9.996762601	221	1.403854951		778.5021	1.2935E+01	2.87	2.82643299		2.83	0.07683888	2.782593568	0.154177147	778.5028	0.082797879	1.0000E+12	778.5028	1010980.875	2.870448269	2.78	387455.7621	777.4955071		266902.613	2.83	[m+h]+	0.213412957	778.5032	158	[m+h]+ |[m+h]+ +1	2126279.297	5862402.72	158																
met_6717	-0.596366	0.268361	0.317404	0.586848	-0.0915	0.765279	-0.571484	0.274207	0.615419	0.237487	-0.686406	0.229724	-0.453148	0.407838	-0.029833	0.912355	0.107603	0.730141	-0.008921	0.987735	-0.652651	0.197958	0.155779	0.753191	0.095383	0.848131	-0.467682	0.043359	-0.172058	0.477504	-0.29812	0.591491	0.073869	0.899693	-0.853414	0.085876	-0.434106	0.383593	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	2482_(e30)	86402.67188	6.2651E+11	3.991589194	221	1.586345806		796.5126	8.6389E+00	2.82	2.80007089		2.80		2.783278861	0.161505515	796.5135	0.07374408	1.0000E+12	796.5135	4055100.25	2.818141757	2.78	1191349.073	795.5062708	1	446758.9443	2.80	[m+h]+	0.211661643	796.5140	166	[m+h]+ |[m+h]+ +1	6340302.141	19400767.07	166	1730	C44H78NO9P	[M + H]+	C44H78NO9P	0.49798995	9.649337291	9.649337291	0	4	0.767688679	-1.200664793	1.200664793	1.009154998	796.5495	158.57	2482_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime158.57scanNumNApre
met_6719	0.664685	0.222424	0.51124	0.411552	0.171319	0.564678	0.445085	0.427393	0.041353	0.934559	0.542006	0.349231	-0.636201	0.251435	0.064068	0.817647	0.298619	0.352296	-0.952965	0.128292	-0.200657	0.683923	-0.467348	0.348226	0.313893	0.528061	0.204468	0.373553	-0.079114	0.745378	-0.14017	0.80098	0.379787	0.517057	0.150119	0.751551	0.299516	0.543662	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1573_(e30)	40984	1.0056E+11	10.00187738	221	1.709847519		712.4914	6.0239E+00	2.88	2.815508171		2.81	0.384398718	2.777957117	0.157624445	712.4919	0.055202916	1.0000E+12	712.4919	2526119.75	2.88173935	2.78	575398.3226	711.4846247	1	180528.346	2.82	[m+h]+	0.248355903	712.4924	176	[m+h]+	3119349.911	13329346.04	179	773	C46H65NO5	[M + H]+	C46H65NO5	0.993467337	74.90302962	74.90302962	0	12	0.462347989	-2.079896459	2.079896459	-1.334234335	712.4926	222.9	1573_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime222.9scanNumNAprec
met_6722	-0.418784	0.417736	0.288651	0.61979	0.09395	0.757233	-0.38192	0.452689	0.634616	0.222281	-0.587288	0.293671	-0.276395	0.611106	0.056676	0.832627	0.163846	0.595139	0.101276	0.861237	-0.392557	0.430848	0.427104	0.408311	0.393871	0.44454	-0.326642	0.155529	0.153257	0.527168	0.352156	0.518843	0.422318	0.472499	-0.602938	0.214786	-0.446429	0.372925	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0		54386.25	4.5860E+11	inf	221	inf		772.5491	6.3234E+00	2.87	2.82408452		2.83	0.099977111	2.780930523	0.16692407	772.5496	0.036700938	1.0000E+12	772.5496	6759297	2.870301129	2.78	1231010.37	771.5423491		208933.0193	2.82	[m+h]+	0.258022638	772.5501	154	[m+h]+	8691178.436	48519655.1	157																
met_6724	-0.310426	0.538475	0.031145	0.957003	0.09938	0.74313	-0.088598	0.871431	0.534066	0.302968	-0.258254	0.646616	-0.520476	0.343841	0.004707	0.986272	0.177499	0.573568	-0.129303	0.824287	-0.455881	0.360616	0.099914	0.840898	0.47359	0.359378	-0.252815	0.265157	0.031472	0.896897	-0.157816	0.771822	0.526776	0.37292	-0.562181	0.24411	-0.216119	0.664838	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0		37969.62109	1.4706E+11	10.99990759	221	2.491233626		785.5523	4.5785E+00	2.91	2.884846592		2.89		2.851292062	0.106533693	785.5531	0.027532641	1.0000E+12	785.5531	2143856.25	2.912032067	2.85	575753.93	784.5458178		191459.0851	2.88	[m+h]+	0.185063929	785.5540	136	[m+h]+	2420886.024	13874605.58	136																
met_6726	-0.40202	0.432944	0.234378	0.68801	0.252837	0.424018	-0.070317	0.893612	1.079311	0.051807	-0.597957	0.300519	-0.324262	0.55022	0.215027	0.434776	0.401845	0.208422	0.285416	0.627117	-0.318596	0.52091	-0.015728	0.975859	0.105807	0.834583	-0.426123	0.065976	0.133282	0.584464	-0.011279	0.983661	0.869193	0.154214	-0.814779	0.100453	-0.306561	0.537392	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	2649_(e30)	49564.44922	8.5354E+11	18.02398693	221	1.698315481		809.5514	4.5869E+00	2.88	2.827932775		2.83	0.33346087	2.790119687	0.160559088	809.5527	0.045894784	1.0000E+12	809.5528	3414403	2.877283942	2.79	942467.9415	808.5455159	1	258798.5722	2.83	[m+h]+	0.22120074	809.5534	193	[m+h]+	5069645.058	15961943	198	298	C35H70O	[M + H]+	C35H70O	1	67.1445908	67.1445908	0	9	0.500897263	-2.896486401	2.896486401	1.687886039	507.5508	395.45	2649_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime395.45scanNumNApre
met_6727	-0.531853	0.316446	0.509146	0.389461	0.004101	0.989389	-0.537006	0.310528	0.756306	0.152786	-0.704719	0.250994	-0.24617	0.649479	0.104682	0.701512	0.224306	0.478191	0.035237	0.951819	-0.66912	0.186094	0.013995	0.978456	0.224406	0.658632	-0.523998	0.026544	-0.065268	0.788764	-0.072741	0.896517	0.263379	0.652014	-0.855384	0.086646	-0.565778	0.258879	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	2805_(e30)	13684.5625	5.7360E+11	4.667026122	221	1.248816677		822.5643	1.3862E+01	2.81	2.755676842		2.76	0.333447327	2.70781687	0.196717668	822.5648	0.096380863	1.0000E+12	822.5649	15250089	2.806652849	2.71	6878429.546	821.5575874	1	36677.05305	2.76	[m+h]+	0.239988113	822.5655	197	[m+h]+	52057016.11	118279242.2	197	1225	C46H80NO9P	[M + H]+	C46H80NO9P	0.87839196	34.0873961	34.0873961	0	12	0.640344378	-1.681817789	1.681817789	0.67323309	822.5649	172.52	2805_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime172.52scanNumNApre
met_6728	0.007191	0.988331	0.022257	0.971161	-0.480151	0.131864	0.351889	0.503979	-0.808213	0.137238	-0.150709	0.776258	0.206273	0.70202	-0.053222	0.847443	-0.145966	0.650645	-0.1826	0.752923	-0.339047	0.498719	-1.031326	0.052982	-0.736169	0.150208	-0.324401	0.160161	-0.397066	0.105795	-0.513399	0.380639	-0.133128	0.82056	-0.451569	0.393949	-0.084368	0.86653	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	2839_(e30)	41342.5	2.3296E+11	4.006598243	221	1.340494581		825.5258	7.3126E+00	2.92	2.90125324		2.90		2.885871628	0.083917212	825.5266	0.027549166	1.0000E+12	825.5266	4468214	2.92390746	2.89	1717395.172	824.5193397	1	118298.2303	2.90	[m+h]+	0.101482839	825.5272	176	[m+h]+	5340522.473	14479520.44	176	156	C33H64O4	[M + H]+	C33H64O4	1	94.89339514	94.89339514	0	29	0.9837664	-2.56521676	2.56521676	2.403513507	525.489	394.55	2839_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime394.55scanNumNApre
met_6729	-0.329434	0.521776	0.698917	0.247448	0.106919	0.730172	-0.480051	0.360615	0.766232	0.152271	-0.695614	0.234847	-0.131872	0.805711	0.179142	0.513009	0.288925	0.364387	0.007153	0.990243	-0.777065	0.131331	0.06946	0.896595	0.404406	0.42613	-0.457776	0.050165	0.090072	0.716066	0.419471	0.471754	0.563699	0.345756	-0.762403	0.121862	-0.553836	0.268682	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	2841_(e30)	148385.0625	5.3846E+11	3.327794354	221	1.112965273		825.5836	5.3232E+00	2.83	2.807743864		2.81	0.066697548	2.781347634	0.136791259	825.5841	0.045884391	1.0000E+12	825.5841	4362958	2.828120707	2.78	1225442.311	824.576825	1	767370.807	2.81	[m+h]+	0.23935427	825.5846	143	[m+h]+	6911361.235	25703933.34	143	1973	C58H80O3	[M + H]+	C58H80O3	0.330653266	97.840979	97.840979	0	15	0.500397014	-2.161838561	2.454255824	2.879202003	825.6204	400.48	2841_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime400.48scanNumNApre
met_673	0.61017	0.234629	1.145526	0.073633	0.376994	0.22188	0.961479	0.083478	-0.060476	0.904437	0.660799	0.225079	0.819832	0.160106	0.643341	0.022627	0.589483	0.06749	0.423848	0.47326	0.032044	0.948733	0.940379	0.061151	0.175979	0.735072	0.7764	0.000872	0.281526	0.255441	0.892361	0.125422	-0.011094	0.985237	1.119568	0.029594	0.510289	0.341272	0	1	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	1	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	0	strain	0	strain	all strain direction	1	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	0	770_(e30)	71898.64063	8.8272E+11	inf	13	inf		1635.3250	5.4273E+01	7.42	7.398031881		7.40	0.285757923	7.369815934	0.091426989	1635.3274	0.046001013	1.0000E+12	1635.3273	3095517.25	7.423437411	7.37	727344.1534	1634.320027	1	157932.077	7.40	[m+h]+	0.119515607	1635.3297	162	[m+h]+	2344161.38	9943678.4	162																
met_6731	0.172177	0.741085	-0.238207	0.693487	-0.756455	0.018994	-0.03409	0.948598	-1.117703	0.053756	0.546367	0.317781	0.095162	0.85947	-0.295852	0.29072	-0.441517	0.178349	-0.641808	0.285855	-0.314623	0.532904	-1.468489	0.010124	-0.575334	0.252768	-0.24205	0.301369	-0.522978	0.034514	-0.276335	0.623769	-0.939695	0.133918	-0.379735	0.442333	-0.201748	0.684914	1	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	1	pd1074	0	strain	0	pd1074	mix strain & pd1074	1	1	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	2561_(e30)	10459.58789	2.8436E+10	2.603675995	223	1.091142802		802.5382	5.0317E+00	3.11	3.098343602		3.10	0.599467849	3.057079866	0.298484222	802.5393	0.136563472	1.0000E+12	802.5394	957337152	3.112271465	3.06	320586028.4	801.532125	1	53628.16192	3.10	[m+h]+	0.386733872	802.5397	211	[m+h-h2o]+|[m+h]+ |[m+h]+ +1|[m+na]+ |[m+na]+ +1|[m+k]+|[2m+h]+|[2m+na]+	1527276635	4687388179	211	2192	C24H44FNO6	[M + K]+	C24H44FNO6	0.124120603	3.093128485	3.093128485	0	3	0.111009174	3.135617063	3.135617063	-1.448091911	500.2777	71.98	2561_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime71.98scanNumNAprec
met_6732	0.308746	0.534899	-2.817038	0.00186	-0.122872	0.69344	0.046451	0.929241	-1.29047	0.026483	-0.144469	0.784439	-0.614215	0.302078	-0.827561	0.006907	-0.904464	0.011369	-1.725355	0.016055	0.296667	0.551683	-0.992087	0.049967	-0.168465	0.735804	0.028279	0.899328	-0.272812	0.279119	-0.783908	0.18441	0.275339	0.639889	0.394836	0.405	0.484021	0.330845	0	0	strain	1	pd1074	0	strain	mix strain & pd1074	1	1	1	pd1074	0	strain	mix strain & pd1074	2	0	pd1074	mix strain & pd1074	2	0	0	pd1074	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	1	pd1074	0	pd1074	mix strain & pd1074	1	2086_(e30)	15551.57129	5.3833E+02	2.784626778	223	1.378654752		764.5226	8.5243E+00	3.13	3.114699482		3.11	0.374950021	3.102696498	0.194486299	764.5233	0.087637301	8.3050E+03	764.5233	67072408	3.125176443	3.10	28028395.78	763.5160368	1	46163.87502	3.11	[m+h]+	0.321977109	764.5238	200	[m+h]+ |[m+h]+ +1|[m+h]+ +2|[m+h]+ +3	99831248.25	241180409.1	200	654	C48H71NO5	[M + Na]+	C48H71NO5	0.998492462	180.6304704	180.6304704	0	45	0.949370556	-2.577733322	2.577733322	2.03385101	764.524	236.03	2086_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime236.03scanNumNApre
met_6733	0.117984	0.819959	-0.085977	0.893741	-0.611083	0.06592	0.570183	0.27871	-1.065864	0.10512	0.599116	0.273878	0.515154	0.35038	0.092887	0.751515	-0.073606	0.831721	-0.657189	0.275184	-0.161094	0.748002	-1.226357	0.023388	-0.578553	0.249572	-0.144209	0.532363	-0.455698	0.065255	-0.259878	0.646637	-0.744502	0.233672	-0.278367	0.569006	0.052623	0.91527	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0		173347.8906	9.2188E+11	4.019107734	223	0.918279623		1605.0691	2.3663E+01	3.11	3.095034037		3.10	0.33338275	3.054732061	0.137966389	1605.0713	0.018490999	1.0000E+12	1605.0712	99761120	3.109358401	3.05	17526828.8	1604.063916		283964.0116	3.10	[m+h]+	0.183905786	1605.0743	192	[m+h]+	63328903.74	368615965.2	192																
met_6738	-0.487759	0.343495	0.414029	0.489156	0.19932	0.525179	-0.474101	0.358491	0.895844	0.103224	-0.696585	0.218793	-0.338883	0.535922	0.091763	0.738967	0.237626	0.455795	0.149882	0.796701	-0.579693	0.259045	0.398748	0.445788	-0.033664	0.946791	-0.4316	0.06345	-0.042273	0.862855	-0.207047	0.705016	0.699126	0.25246	-0.673564	0.168782	-0.693456	0.177919	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	1847_(e30)	93610.25	9.1667E+11	inf	223	inf		744.5177	1.9943E+01	3.08	3.044384741		3.04	1.376008896	3.00585687	0.16319863	744.5182	0.027568201	1.0000E+12	744.5182	3110299.25	3.080342814	3.01	1048441.158	743.5109071	1	258646.876	3.04	[m+h]+	0.220952521	744.5187	144	[m+h]+	6510281.401	19414400.68	144	123	C29H56O	[M + H]+	C29H56O	1	103.2215355	103.2215355	0	13	0.694852222	-2.375401819	2.375401819	0.966057177	421.4408	240.36	1847_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime240.36scanNumNApre
