featureID	effect_AUM2073	pval_AUM2073	flag_sig_AUM2073	effect_CB4856	pval_CB4856	flag_sig_CB4856	effect_CX11314	pval_CX11314	flag_sig_CX11314	effect_DL238	pval_DL238	flag_sig_DL238	effect_KJ550	pval_KJ550	flag_sig_KJ550	effect_N2	pval_N2	flag_sig_N2	effect_NS	pval_NS	flag_sig_NS	effect_RB2011	pval_RB2011	flag_sig_RB2011	effect_RB2055	pval_RB2055	flag_sig_RB2055	effect_RB2347	pval_RB2347	flag_sig_RB2347	effect_RB2550	pval_RB2550	flag_sig_RB2550	effect_CM	pval_CM	flag_sig_CM	effect_UGT	pval_UGT	flag_sig_UGT	effect_UGT49	pval_UGT49	flag_sig_UGT49	effect_UGT60	pval_UGT60	flag_sig_UGT60	effect_VC1265	pval_VC1265	flag_sig_VC1265	effect_VC2524	pval_VC2524	flag_sig_VC2524	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_2995	0.650478	0.199148	0	0.300217	0.665673	0	0.008099	0.987085	0	0.231662	0.656071	0	-0.047531	0.928285	0	-0.349857	0.555521	0	0.041033	0.88419	0	-0.290853	0.618182	0	0.483597	0.346749	0	-0.326007	0.501743	0	0.320534	0.543944	0	0.491668	0.033727	1	-0.025761	0.91801	0	-0.805998	0.172647	0	-0.081962	0.890936	0	1.041605	0.043032	1	1.352597	0.016384	1	1879_(e30)	39059.97656	8.6225E+11	2.603798282	138	1.398710451		1492.0690	1.8861E+02	5.14	5.077215504		5.08	0.622433436	5.034977923	0.173379438	1492.0705	0.104166421	1.0000E+12	1492.0706	1774948.625	5.136729088	5.03	749348.0729	1493.077845	1	123009.3881	5.08	[m-h]-	0.244910562	1492.0719	196	[m-h]-	3066598.352	8647786.374	196	1006	C27H43N3O7	[M - H]-	C27H43N3O7	0.463819095	2.340523396	2.340523396	0	3	0.101149838	-1.32032123	1.32032123	4.566043335	520.3052	134.59	1879_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime134.59scanNumNApre
met_2997	0.626995	0.215587	0	0.301326	0.652819	0	-0.064287	0.897774	0	0.145716	0.779173	0	0.007768	0.988248	0	-0.313133	0.590922	0	0.002467	0.992937	0	-0.034888	0.951829	0	0.689098	0.202942	0	-0.199894	0.673275	0	0.385759	0.455678	0	0.546471	0.018182	1	0.083168	0.739106	0	-0.638417	0.25873	0	-0.130321	0.828786	0	1.092855	0.033461	1	1.521918	0.008976	1	1881_(e30)	35519.4375	8.6225E+11	3.497030472	138	1.426520072		1493.0727	1.0838E+02	5.15	5.076929795		5.08	0.690177342	5.04444621	0.170031297	1493.0738	0.085197515	1.0000E+12	1493.0738	1710830.25	5.145974649	5.04	706367.7945	1494.081103	1	118264.9255	5.08	[m-h]-	0.234100074	1493.0751	196	[m-h]-	2897694.498	8451667.149	196																
met_3026	0.104764	0.838434	0	-0.069432	0.911441	0	-0.256949	0.609688	0	0.144043	0.775341	0	0.020402	0.969129	0	-0.200985	0.710939	0	-0.094685	0.72466	0	0.343619	0.576713	0	0.831231	0.118811	0	0.468492	0.357233	0	0.418676	0.46541	0	0.252566	0.26359	0	0.328327	0.198664	0	-0.378139	0.492805	0	0.412319	0.487387	0	-0.068199	0.883981	0	0.7915	0.124513	0	1266_(e30)	13918.33496	1.0000E+12	4.023958914	140	1.982382294		881.5171	1.0000E+06	3.44	3.418283203		3.42	0.80592549	3.402873258	0.132763998	881.5176	0.065694109	1.0000E+12	881.5176	1373736.875	3.439068442	3.40	389057.2085	882.5248645	1	41563.35575	3.42	[m-h]-	0.197038703	881.5187	182	[m-h]- |[m-h]- +1	1364592.483	4539058.52	182																
met_3031	0.14015	0.788775	0	-0.587608	0.370454	0	0.016373	0.975099	0	-0.698272	0.199347	0	0.414502	0.452293	0	-0.468373	0.404315	0	-0.411752	0.145364	0	-0.20185	0.727899	0	0.414072	0.405414	0	-0.508487	0.286705	0	-0.408955	0.426289	0	-0.13367	0.552529	0	-0.36424	0.148959	0	-0.745011	0.215215	0	-1.486795	0.029648	1	-0.379893	0.423934	0	-0.150392	0.76405	0	247_(e30)	10682.80957	7.7778E+11	2.069460692	141	0.739177452		726.5082	1.1855E+03	4.37	4.341075799		4.34	0.05542371	4.305874422	0.296084218	726.5085	0.173254067	1.0000E+12	726.5086	19506124	4.36526127	4.31	5495074.296	727.5158636	1	65260.83085	4.34	[m-h]-	0.559821011	726.5090	198	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	38745341.39	173257293.5	198	1122	C13H14ClF3O2	[M - H]-	C13H14ClF3O2	0.329145729	16.50312986	16.50312986	0	5	0.267294459	-4.437965778	4.437965778	-3.977328179	293.055	47.15	247_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime47.15scanNumNAprec
met_3036	0.579756	0.247648	0	-0.560472	0.363854	0	-0.050758	0.921162	0	-0.623816	0.232243	0	-0.063279	0.905379	0	0.046427	0.931454	0	-0.28037	0.302467	0	0.326485	0.577463	0	-0.019364	0.96863	0	0.211782	0.658249	0	-0.298965	0.543981	0	0.237394	0.283577	0	0.193961	0.447145	0	1.917401	0.008217	1	-0.131442	0.841829	0	0.312806	0.507881	0	0.107559	0.828517	0		73045.46094	1.6471E+11	11.02204374	141	2.666983321		790.5398	1.6395E+01	4.35	4.330088463		4.33	0.50077937	4.309811708	0.128369826	790.5407	0.086135554	1.0000E+12	790.5407	5167415	4.347075044	4.31	777361.2828	791.5480192		230076.2088	4.33	[m-h]-	0.178635123	790.5416	170	[m-h]-	3400606.567	24277416.57	170																
met_3044	-0.643527	0.217214	0	1.041871	0.103839	0	-0.36932	0.489513	0	0.217873	0.668791	0	0.330074	0.540684	0	0.238827	0.666814	0	0.219427	0.428074	0	0.207717	0.722917	0	-0.299065	0.54352	0	0.507828	0.319267	0	-0.666793	0.18853	0	-0.332887	0.15241	0	-0.001811	0.994153	0	0.071171	0.902191	0	1.21361	0.057205	0	-0.989092	0.054856	0	-0.837976	0.104443	0		10353.05371	9.6078E+11	4.996850021	142	1.819158976		742.6569	2.0540E+04	7.05	7.002987515		7.00	0.570350762	6.989236083	0.239640768	742.6574	0.085576935	1.0000E+12	742.6574	22745732	7.051339191	6.99	5149137.541	743.6646679		42251.35133	7.00	[m-h]-	0.290971734	742.6577	204	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[2m-h+cl]2-|[m-2h+k]-	23238609.29	88465296.95	204																
met_3046	-0.357236	0.474523	0	0.919343	0.157503	0	0.347037	0.502032	0	0.517633	0.341055	0	-0.122787	0.818235	0	0.727065	0.229594	0	0.589909	0.039199	1	0.615942	0.305135	0	-0.04963	0.919397	0	0.459577	0.38755	0	-0.44756	0.370141	0	-0.245398	0.282135	0	0.208586	0.398796	0	0.228316	0.684548	0	1.321168	0.047088	1	-0.267509	0.56953	0	-0.896827	0.086927	0	774_(e30)	145493.7813	1.0000E+12	2.722494757	142	1.846084666		810.6439	1.0000E+06	7.04	6.999287943		7.00	1.001404794	6.984226778	0.215456214	810.6443	0.151590001	1.0000E+12	810.6443	8218119	7.036293601	6.98	2474518.428	811.6515727	1	539044.5683	7.00	[m-h]-	0.271828596	810.6449	196	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-2h+k]-	10750256.97	33757878.25	196	323	C43H82N4O6P2	[M - H]-	C43H82N4O6P2	1	5.417095462	5.417095462	0	3	0.276645768	-5.001042862	5.001042862	4.703056851	811.5675	401.82	774_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime401.82scanNumNApre
met_3047	-0.002281	0.996424	0	1.343906	0.052269	0	-0.06675	0.914095	0	-0.608294	0.241341	0	0.917091	0.140902	0	-0.506641	0.354746	0	-0.112253	0.700472	0	-2.175053	0.005341	1	-0.53429	0.284742	0	-0.75159	0.143414	0	-0.254733	0.620928	0	-0.201194	0.388202	0	-0.605563	0.016947	1	-0.593808	0.284417	0	-0.283357	0.630533	0	-0.774283	0.114289	0	0.003355	0.994643	0	61_(e30)	10750.5957	1.0000E+12	3.341197359	142	1.236741597		680.6199	1.0000E+06	7.03	7.016971544		7.02	0.667507988	6.961571359	0.233992352	680.6203	0.114082566	1.0000E+12	680.6204	17119646	7.029049471	6.96	4070234.936	681.6276507	1	37068.92406	7.02	[m-h]-	0.319797849	680.6208	199	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	18499018.67	65634877.43	199	912	C30H50O17	[M - H]-	C30H50O17	0.547738693	6	6	0	1	0	NaN	NaN	-0.475105298	681.2972	132.43	61_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime132.43scanNumNApre
met_3065	0.37669	0.483577	0	2.264732	0.00668	1	-0.389128	0.443984	0	0.128948	0.802921	0	0.130312	0.804992	0	-0.384575	0.491326	0	0.081143	0.776387	0	-0.654899	0.273986	0	0.376849	0.486634	0	0.369122	0.447711	0	0.306633	0.549543	0	0.320171	0.167844	0	0.28644	0.260072	0	0.930206	0.110409	0	0.424273	0.501742	0	-0.491511	0.302447	0	1.660076	0.004884	1		15117.75195	9.8980E+11	3.622354562	142	1.514678013		815.6364	1.2782E+03	7.06	7.017316609		7.02	0.81997441	7.000150732	0.197264661	815.6370	0.142621107	1.0000E+12	815.6370	1747048.5	7.059393869	7.00	284013.105	816.6442906		72046.05152	7.02	[m-h]-	0.262726485	815.6376	196	[m-h]-	1411531.731	7736806.18	196																
met_3093	-0.277527	0.590271	0	0.060311	0.919169	0	-0.100806	0.866155	0	-0.965652	0.088443	0	0.797967	0.169142	0	-1.648857	0.017588	1	-0.604418	0.046869	1	-1.648079	0.019796	1	-1.077048	0.047693	1	-0.215094	0.647051	0	-0.154094	0.767493	0	-0.211235	0.353287	0	-0.958731	0.000288	1	-1.15737	0.05337	0	-1.215481	0.056776	0	-0.685699	0.157793	0	-0.399532	0.435957	0	71_(e30)	12530.34277	9.5432E+11	4.662613798	143	1.82634776		682.6354	4.9665E+04	7.13	7.12104271		7.12	0.499716441	7.109620565	0.204485504	682.6360	0.094895835	1.0000E+12	682.6361	30994852	7.134444537	7.11	4862781.641	683.643355	1	42519.34295	7.12	[m-h]-	0.273276437	682.6364	197	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	15699242.28	88140228.72	197	288	C42H85NO5	[M - H]-	C42H85NO5	1	8.87364665	8.87364665	0	4	0.236054972	-3.43039035	3.43039035	0.441863861	682.6358	412.75	71_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime412.75scanNumNApre
met_3094	-0.02286	0.963072	0	-0.182961	0.75901	0	0.102457	0.846679	0	1.056673	0.05517	0	-0.721369	0.195289	0	-0.282025	0.604503	0	0.182459	0.509995	0	-0.510531	0.408717	0	-0.329038	0.518168	0	0.689906	0.178475	0	0.660479	0.192784	0	0.199069	0.414299	0	0.279382	0.268072	0	0.46701	0.424211	0	1.263212	0.049268	1	2.991579	0.000057	1	-0.58674	0.247929	0	382_(e30)	118325.8594	1.0000E+12	5.003493359	143	2.831644465		751.6454	1.0000E+06	7.13	7.124877863		7.12	1.190958448	7.115414186	0.168674586	751.6461	0.094485252	1.0000E+12	751.6461	9741661	7.132810788	7.12	1555379.027	752.6533682	1	384497.1621	7.12	[m-h]-	0.236021045	751.6464	196	[m-h]- |[m-h]- +1|[m-h]- +2	4467323.477	26593723.44	196	1368	C46H59NO8	[M - H]-	C46H59NO8	0.153266332	1	1	0	1	0	NaN	NaN	-2.513767217	752.4149	116.05	382_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime116.05scanNumNApre
met_3099	0.542033	0.279149	0	-0.029935	0.960509	0	-0.12698	0.799889	0	-0.310801	0.538468	0	0.089441	0.866538	0	-0.343627	0.535837	0	-0.21037	0.433111	0	0.107611	0.853745	0	-0.486062	0.329082	0	-0.154522	0.741677	0	-0.118439	0.809051	0	0.073498	0.739244	0	-0.058338	0.808061	0	-0.18107	0.73887	0	0.616281	0.300558	0	0.301259	0.523417	0	-0.408886	0.416078	0	546_(e30)	16057.44727	1.0000E+12	3.506993432	143	1.933113461		779.5982	1.0000E+06	7.14	7.12619363		7.13	0.600095	7.110287357	0.118408164	779.5986	0.065508784	1.0000E+12	779.5985	3223791	7.137013594	7.11	415025.0372	780.6057929	1	41997.68906	7.13	[m-h]-	0.207315308	779.5991	187	[m-h]-	1020314.065	7765770.394	187	801	C42H72NO10P	[M - H]-	C42H72NO10P	0.770351759	10.06004423	10.06004423	0	7	0.349981772	-2.073075791	3.459118552	0.50266097	780.4825	165.13	546_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime165.13scanNumNApre
met_3107	0.195485	0.692011	0	2.160202	0.009483	1	0.112401	0.831441	0	0.44437	0.441668	0	0.412673	0.442	0	0.763264	0.178158	0	0.648749	0.030381	1	-0.062908	0.913351	0	0.42162	0.39806	0	0.80195	0.104247	0	0.723395	0.156124	0	0.554322	0.015592	1	0.615975	0.013073	1	0.845112	0.137289	0	1.354785	0.040419	1	1.440289	0.010303	1	0.108716	0.824125	0		52432.69531	9.8469E+11	5.481934875	144	2.029511772		640.5798	1.0743E+03	6.57	6.527142595		6.53	0.700899701	6.505916147	0.143031223	640.5802	0.084531137	1.0000E+12	640.5802	983168.875	6.569676711	6.51	351336.3429	641.587467		221291.7959	6.53	[m-h]-	0.185807849	640.5805	196	[m-h]-	1368980.533	3880248.558	196																
met_3122	-0.426579	0.390066	0	0.603319	0.311009	0	-1.508573	0.012052	1	-0.75532	0.151463	0	0.35747	0.502474	0	0.190357	0.729064	0	-0.365464	0.196198	0	-0.557746	0.35191	0	-0.095567	0.847095	0	-0.057305	0.902452	0	-0.365666	0.461055	0	-0.413913	0.072016	0	-0.397665	0.102397	0	-0.364201	0.50901	0	-0.782317	0.201803	0	-2.05116	0.000836	1	-0.402186	0.416287	0	2220_(e30)	16165.04102	9.9495E+11	2.214085503	145	1.272073096		640.5887	3.8837E+03	6.30	6.274426297		6.27	0.692901337	6.253293648	0.219794669	640.5891	0.076318984	1.0000E+12	640.5892	10776690	6.296507429	6.25	2317954.367	641.5964305	1	45417.40097	6.27	[m-h]-	0.298531884	640.5896	198	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	11056129.29	43555242.16	198	338	C39H79NO5	[M - H]-	C39H79NO5	1	1	1	0	1	0	NaN	NaN	1.641962484	640.5896	404.53	2220_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime404.53scanNumNApre
met_3124	-0.444405	0.37083	0	0.443828	0.449815	0	-1.61703	0.009631	1	-0.984332	0.070386	0	0.337185	0.525968	0	0.281108	0.612439	0	-0.436002	0.129531	0	-0.546706	0.374238	0	-0.236637	0.636514	0	-0.248311	0.598372	0	-0.438995	0.378646	0	-0.493962	0.035203	1	-0.506281	0.040634	1	-0.452529	0.413463	0	-1.087624	0.08975	0	-2.594538	0.000208	1	-0.482167	0.332425	0		14923.49902	9.7525E+11	2.539707556	145	1.416045367		686.5942	3.8262E+04	6.30	6.273748115		6.27	0.714168075	6.249560115	0.244072168	686.5947	0.095807933	1.0000E+12	686.5947	31396418	6.296857739	6.25	6343890.159	687.6019578		57708.04	6.27	[m-h]-	0.317198163	686.5951	202	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	30298204.14	123905792.9	202																
met_3125	0.065518	0.894203	0	-10.510864	0.000057	1	-0.185206	0.72799	0	-0.293708	0.560288	0	-1.056286	0.068493	0	-0.359861	0.514411	0	-0.416247	0.1696	0	-0.919881	0.13711	0	1.809563	0.003695	1	0.388414	0.411741	0	0.127225	0.795691	0	0.135637	0.545127	0	0.209657	0.441982	0	-1.468512	0.01942	1	2.367641	0.002855	1	0.353088	0.458165	0	0.580274	0.250275	0	328_(e30)	11150.56641	1.0952E+11	3.238365486	145	1.620092911		742.5752	1.5261E+03	6.34	6.259169708		6.26	0.642778371	6.231752075	0.322513075	742.5756	0.134338133	1.0000E+12	742.5755	42952808	6.3408516	6.23	14348065.97	743.5828213	1	63381.99889	6.26	[m-h]-	0.457746625	742.5766	210	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4	91873298.03	307623326.1	210	298	C20H30O2	[M - H]-	C20H30O2	1	7.448251689	7.448251689	0	3	0.225854383	-2.668339581	2.668339581	0.651529511	301.2175	135.23	328_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime135.23scanNumNApre
met_3126	-0.340871	0.489103	0	-1.104563	0.091079	0	0.803902	0.130215	0	0.588058	0.269232	0	-0.215097	0.689919	0	-0.100923	0.850382	0	0.153934	0.580248	0	0.754729	0.220114	0	1.414531	0.019174	1	0.961163	0.06222	0	-0.611029	0.241115	0	0.025267	0.911427	0	0.856091	0.001854	1	2.033839	0.003134	1	1.662287	0.01737	1	0.336369	0.477408	0	-0.690526	0.190226	0	472_(e30)	67915.35156	8.5417E+11	3.993788911	145	1.267729444		766.5748	5.3819E+01	6.28	6.261560308		6.26	0.248339457	6.232583144	0.204642953	766.5757	0.084295956	1.0000E+12	766.5755	14247358	6.284826744	6.23	1113639.352	767.5828215	1	310683.8368	6.26	[m-h]-	0.36343621	766.5761	191	[m-h]- |[m-h]- +1|[m-h]- +2	6452930.565	82236338.01	192	1148	C42H73N9O4	[M - H]-	C42H73N9O4	0.312562814	1	1	0	1	0	NaN	NaN	4.337002675	766.5746	347.45	472_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime347.45scanNumNApre
met_315	-0.095684	0.849562	0	-5.697121	0.000284	1	-0.385241	0.539788	0	-0.629226	0.238143	0	-0.897522	0.118343	0	0.252346	0.641893	0	-0.471347	0.139058	0	1.210696	0.061327	0	0.301339	0.542064	0	0.846142	0.094311	0	-0.645762	0.205014	0	-0.014598	0.948977	0	0.201172	0.422584	0	0.375115	0.492404	0	0.137033	0.838656	0	0.25726	0.590983	0	-0.406015	0.417682	0	1868_(e30)	83341.92188	9.7714E+11	2.744966458	9	1.17046954		1486.1500	7.8515E+02	6.55	6.475610998		6.48	0.293864248	6.458900067	0.133912967	1486.1525	0.066027449	1.0000E+12	1486.1525	2123663.75	6.550548835	6.46	1016284.611	1487.159745	1	231390.4848	6.48	[m-h]-	0.250441049	1486.1549	175	[m-h]-	3174511.848	8593642.873	175	576	C26H32O11	[M - H]-	C26H32O11	0.97839196	6.760744766	6.760744766	0	2	0.045112782	-4.179970174	4.179970174	-1.705345286	519.1863	167.09	1868_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime167.09scanNumNApre
met_316	-0.678302	0.190093	0	-5.381687	0.000246	1	-0.335134	0.592775	0	-0.721596	0.184417	0	-0.728263	0.191375	0	0.13857	0.798334	0	-0.543337	0.089059	0	1.100193	0.085379	0	0.123965	0.800675	0	1.021747	0.046458	1	-0.620865	0.222521	0	-0.088967	0.699034	0	0.141068	0.573134	0	0.355602	0.515031	0	0.116936	0.863916	0	0.462855	0.333592	0	-0.717021	0.163683	0		60017.45703	8.9286E+11	3.341879359	9	1.12085571		1487.1550	7.3389E+02	6.55	6.474998324		6.48	0.44416682	6.440272829	0.136745615	1487.1563	0.074831309	1.0000E+12	1487.1563	1960139	6.550548835	6.44	950600.7392	1488.163572		189364.6142	6.47	[m-h]-	0.268950908	1487.1579	196	[m-h]-	2960970.48	8190931.467	196																
met_317	-0.309004	0.549833	0	-3.912654	0.000517	1	-0.293693	0.636903	0	-0.406928	0.432063	0	-0.65135	0.237259	0	0.170114	0.755381	0	-0.457875	0.138788	0	1.254033	0.055946	0	0.400087	0.425765	0	0.857554	0.096419	0	-0.523718	0.295138	0	-0.04684	0.839368	0	0.299256	0.225057	0	0.542224	0.326724	0	0.25619	0.663658	0	0.387662	0.419582	0	-0.689234	0.191182	0		30629.8418	1.0000E+12	3.489656156	9	1.451654316		1488.1594	1.0000E+06	6.55	6.474227595		6.48	0.398101454	6.452111754	0.125175273	1488.1629	0.065035882	1.0000E+12	1488.1631	938132.5625	6.550548835	6.45	485882.7983	1489.170411		97415.77219	6.47	[m-h]-	0.259855891	1488.1662	188	[m-h]-	1713225.457	4404494.005	188																
met_3180	0.757794	0.137974	0	-0.879497	0.15328	0	1.030316	0.060092	0	0.985341	0.070169	0	-0.092193	0.870306	0	-0.37616	0.490103	0	0.249709	0.373341	0	0.602027	0.313782	0	0.976565	0.063086	0	-0.066855	0.89387	0	-0.009005	0.985417	0	0.313813	0.167408	0	0.514116	0.036304	1	0.270016	0.619684	0	0.911858	0.136845	0	0.273547	0.562627	0	0.636938	0.206986	0	292_(e30)	55086.91406	1.0000E+12	3.648663536	146	1.862868659		734.5134	1.0000E+06	4.66	4.628547115		4.63	0.522132599	4.604824957	0.227277631	734.5140	0.121303266	1.0000E+12	734.5140	1315326.5	4.656984265	4.60	506124.389	735.5212701	1	294539.616	4.63	[m-h]-	0.35653239	734.5145	196	[m-h]-	2882122.362	7869211.66	196	1074	C49H68O5	[M - H]-	C49H68O5	0.379396985	6	6	0	1	0	NaN	NaN	0.409484994	735.4997	243.63	292_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime243.63scanNumNApre
met_3183	-0.386277	0.447321	0	1.502871	0.029322	1	-0.674394	0.220081	0	-1.084248	0.052417	0	-0.513776	0.345503	0	0.131081	0.810227	0	-0.175536	0.54372	0	0.307889	0.597659	0	-0.082087	0.867114	0	0.692672	0.155489	0	-0.063718	0.898182	0	0.059567	0.789275	0	-0.281738	0.253489	0	-0.471488	0.392508	0	-1.681562	0.017054	1	0.334649	0.478245	0	0.002535	0.995858	0	497_(e30)	13135.15527	4.3243E+10	5.819470857	148	2.568997422		770.5703	1.0964E+02	6.11	6.086821645		6.09	0.498810835	6.064361934	0.258281253	770.5708	0.086548088	1.0000E+12	770.5707	22299460	6.105419772	6.06	6570841.294	771.5779815	1	82212.26538	6.09	[m-h]-	0.410280934	770.5714	185	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	44531235.7	185217425.9	185	601	C44H86NO7P	[M - H]-	C44H86NO7P	0.969346734	16.82895194	16.82895194	0	6	0.574673959	-3.569607453	3.569607453	0.241017881	770.6071	404.97	497_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime404.97scanNumNApre
met_3186	-0.312962	0.526188	0	3.480098	0.00068	1	-0.847093	0.130303	0	-0.336101	0.511622	0	-0.371018	0.492201	0	0.15455	0.789528	0	-0.018816	0.950378	0	-0.268237	0.644335	0	-0.095014	0.845726	0	0.678015	0.168028	0	0.147139	0.772913	0	0.185122	0.406031	0	-0.485978	0.057582	0	-1.201199	0.052747	0	-2.203773	0.004462	1	0.311729	0.508635	0	0.521676	0.297554	0	493_(e30)	10170.56934	2.1739E+10	5.7411922	148	2.693612583		770.5698	2.3073E+01	6.25	6.219721627		6.22	0.166112274	6.191841957	0.210418822	770.5704	0.086481034	1.0000E+12	770.5703	19935606	6.252981361	6.19	4480066.563	771.5775984	1	55767.84904	6.22	[m-h]-	0.373169581	770.5713	184	[m-h]-	22953928.83	155218116.7	184	59	C43H82NO8P	[M - H]-	C43H82NO8P	1	42.91680622	42.91680622	0	13	0.917197452	-1.577903636	1.577903636	2.428374142	770.5724	353.26	493_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime353.26scanNumNApre
met_3195	-0.284647	0.565488	0	-2.214224	0.005578	1	-0.029371	0.954783	0	-0.173161	0.732669	0	-0.340496	0.537198	0	-0.126594	0.815428	0	-0.37211	0.186811	0	-0.235871	0.685545	0	1.17469	0.030104	1	0.301221	0.522609	0	0.042832	0.93067	0	0.062326	0.780039	0	0.466505	0.065459	0	-0.002373	0.996504	0	2.229868	0.003619	1	0.579763	0.242481	0	-0.044208	0.928264	0		30911.42773	1.0000E+12	3.001802393	149	1.448050301		760.5287	1.0000E+06	4.84	4.795116119		4.80	0.557138501	4.767937217	0.185608444	760.5291	0.074377091	1.0000E+12	760.5291	1263166.375	4.838980419	4.77	350978.9327	761.5364172		105623.7852	4.80	[m-h]-	0.271659795	760.5298	196	[m-h]-	1654813.363	6758886.901	196																
met_322	1.776769	0.003571	1	-0.514881	0.433824	0	0.744559	0.178829	0	0.749676	0.158214	0	0.701427	0.217642	0	-0.070052	0.896224	0	0.290201	0.303331	0	0.211221	0.723041	0	0.935858	0.092638	0	0.778551	0.116508	0	0.973541	0.064433	0	1.044352	0.000022	1	1.041788	0.000166	1	3.873741	0.00008	1	1.036969	0.1102	0	1.242267	0.023452	1	0.898392	0.100263	0		38854.89063	1.0000E+12	2.66463997	9	1.102400481		1530.2185	1.0000E+06	6.48	6.466282565		6.47	0.266564432	6.444905312	0.119726349	1530.2220	0.066027449	1.0000E+12	1530.2217	909659.375	6.484408753	6.44	432228.1124	1531.229001		85061.14049	6.47	[m-h]-	0.204761189	1530.2251	193	[m-h]-	1494113.281	3469781.705	193																
met_3223	-0.560826	0.278018	0	0.20465	0.732077	0	-0.582054	0.26192	0	0.829486	0.125568	0	-0.638626	0.254179	0	-0.322572	0.556774	0	0.012741	0.96302	0	0.287734	0.625149	0	-0.566864	0.269737	0	0.496982	0.335753	0	0.171056	0.733848	0	-0.367209	0.111257	0	-0.01834	0.939967	0	-0.062982	0.909137	0	0.18307	0.752999	0	-0.495194	0.304273	0	-0.655218	0.200062	0	437_(e30)	11768	7.1277E+11	4.04655233	150	1.437651712		760.5134	1.6606E+01	3.08	3.059113743		3.06	0.286627657	3.030225486	0.200884241	760.5138	0.07474806	1.0000E+12	760.5138	4395796.5	3.082236835	3.03	1128548.534	739.5390905	1	35532.29117	3.06	[m-2h+na]-	0.264426387	760.5144	188	[m-2h+na]- |[m-2h+na]- +1|[m-2h+na]- +2|[m-2h+na]- +3|[m+cl]- |[m+cl]- +1|[m+cl]- +2	6338193.325	25359752.47	188	596	C39H71BN6O8	[M - H]-	C39H71BN6O8	0.970854271	26.85119841	26.85119841	0	12	0.615837406	-1.744350277	1.744350277	4.209128817	760.5422	215.07	437_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime215.07scanNumNApre
met_3226	0.354037	0.476177	0	-0.135664	0.820571	0	1.635822	0.00811	1	0.599448	0.279525	0	-0.09178	0.864393	0	0.112965	0.833142	0	0.514478	0.072962	0	0.340294	0.573191	0	0.683107	0.177629	0	-0.666422	0.191047	0	-0.405598	0.414482	0	-0.021315	0.924455	0	0.320885	0.190026	0	0.421678	0.441782	0	0.748584	0.221367	0	-0.21522	0.650372	0	0.496251	0.321326	0	1115_(e30)	38352.1875	6.8878E+11	3.260660325	150	1.108191858		858.5289	2.1717E+02	3.07	3.06223813		3.06	0.455314391	3.049831587	0.189067912	858.5297	0.113774277	1.0000E+12	858.5297	2975029.25	3.072795369	3.05	850367.2963	859.5370064	1	154265.8314	3.06	[m-h]-	0.246472471	858.5304	196	[m-h]- |[m-h]- +1	3099701.205	12468312.03	196																
