primary_fbgn,symbol,chrom,start,end,strand,upstream_start,upstream_end,motif_count,motif_positions,motif_eval
FBgn0037099,CG7173,3L,21548473,21551326,-,21546473,21553326,1,21546875,3.5e-10
FBgn0035470,CG14980,3L,3897444,3899156,-,3895444,3901156,0,,
FBgn0035539,slow,3L,4384442,4403181,+,4382442,4405181,3,4386569;4387644;4400791,3.5e-10;2.6e-09;3.5e-10
FBgn0005533,RpS17,3L,9421895,9422921,-,9419895,9424921,0,,
FBgn0035374,mRpS35,3L,2780899,2782105,+,2778899,2784105,0,,
FBgn0260460,mRpS34,3L,16341174,16341882,+,16339174,16343882,1,16342878,3.5e-10
FBgn0052283,Drsl3,3L,3314996,3315355,+,3312996,3317355,0,,
FBgn0263661,CR43652,3L,13074399,13075752,-,13072399,13077752,0,,
FBgn0037003,CG18281,3L,20492936,20494600,+,20490936,20496600,0,,
FBgn0265708,CR44515,3L,5362465,5363412,+,5360465,5365412,0,,
FBgn0036410,CG8100,3L,14076715,14079064,+,14074715,14081064,2,14076497;14079981,4.6e-09;5.9e-09
FBgn0263841,CG43702,3L,21291775,21292163,+,21289775,21294163,0,,
FBgn0260655,l(3)76BDm,3L,19606527,19611621,-,19604527,19613621,1,19613050,1.5e-10
FBgn0011855,tRNA:E4:62Ae,3L,1401781,1401852,+,1399781,1403852,0,,
FBgn0265728,CR44535,3L,2008722,2010751,-,2006722,2012751,0,,
FBgn0036799,CG13380,3L,18593250,18611043,-,18591250,18613043,6,18593849;18596508;18598365;18598792;18606959;18610773,5.9e-09;4.6e-09;4.6e-09;4.6e-09;5.9e-09;2.6e-09
FBgn0066365,dyl,3L,4294004,4307718,-,4292004,4309718,5,4292307;4294044;4302884;4306005;4308738,4.0e-10;4.6e-09;1.5e-10;4.6e-09;5.9e-09
FBgn0036502,CG7841,3L,15498288,15501352,-,15496288,15503352,2,15496581;15499257,4.6e-09;3.5e-10
FBgn0036229,CG7248,3L,11947183,11949880,+,11945183,11951880,2,11946473;11949854,2.6e-09;2.6e-09
FBgn0004414,msopa,3L,22075820,22076467,+,22073820,22078467,0,,
FBgn0260862,Vti1,3L,691486,692919,-,689486,694919,2,691715;692907,4.6e-09;5.9e-09
FBgn0035959,CG4911,3L,9062749,9065831,-,9060749,9067831,0,,
FBgn0035468,Gr63a,3L,3894999,3896603,-,3892999,3898603,0,,
FBgn0052069,CG32069,3L,11055231,11055714,-,11053231,11057714,1,11055279,4.6e-09
FBgn0036785,CG13700,3L,18291842,18294360,-,18289842,18296360,1,18290234,3.5e-10
FBgn0261952,srw,3L,4282956,4283478,-,4280956,4285478,0,,
FBgn0052227,gogo,3L,20261959,20288233,-,20259959,20290233,4,20261628;20262158;20274287;20281289,2.6e-09;2.6e-09;4.6e-09;5.9e-09
FBgn0036922,CG14182,3L,19971913,19972912,-,19969913,19974912,2,19969926;19971165,5.9e-09;4.6e-09
FBgn0035756,unc-13-4A,3L,7259344,7305996,-,7257344,7307996,6,7266716;7280851;7284185;7285410;7298915;7307434,4.6e-09;4.6e-09;3.5e-10;4.6e-09;4.6e-09;5.9e-09
FBgn0020248,stet,3L,1475438,1489547,-,1473438,1491547,3,1478567;1487950;1488516,4.6e-09;2.6e-09;2.6e-09
FBgn0035724,CG10064,3L,6958360,6960997,-,6956360,6962997,1,6957845,3.5e-10
FBgn0036075,CG8065,3L,10208765,10209799,+,10206765,10211799,2,10208581;10208715,2.6e-09;4.6e-09
FBgn0036367,CG10116,3L,13449308,13450338,-,13447308,13452338,0,,
FBgn0264570,CR43942,3L,23902219,23903223,+,23900219,23905223,1,23902321,4.6e-09
FBgn0053771,CG33771,3L,22642496,22643088,+,22640496,22645088,1,22642890,3.5e-10
FBgn0035370,CG1240,3L,2766999,2768392,+,2764999,2770392,1,2769013,1.5e-10
FBgn0052196,CG32196,3L,18452564,18454124,-,18450564,18456124,0,,
FBgn0036279,Ncc69,3L,12361746,12384544,-,12359746,12386544,7,12361211;12372174;12376970;12378660;12378680;12385223;12385886,4.6e-09;4.6e-09;2.6e-09;2.6e-09;2.6e-09;2.6e-09;2.6e-09
FBgn0023479,Tequila,3L,9067745,9085231,+,9065745,9087231,2,9073815;9076515,4.6e-09;2.6e-09
FBgn0035427,ckd,3L,3257878,3268184,+,3255878,3270184,6,3255993;3256336;3257050;3259799;3262097;3269036,2.6e-09;2.6e-09;3.5e-10;2.6e-09;4.6e-09;2.6e-09
FBgn0261639,CR42722,3L,24539238,24540086,+,24537238,24542086,0,,
FBgn0086076,snoRNA:MeU2-A31,3L,10144712,10144826,-,10142712,10146826,0,,
FBgn0004378,Klp61F,3L,1241568,1245910,-,1239568,1247910,0,,
FBgn0035143,Ppm1,3L,581337,582810,+,579337,584810,0,,
FBgn0029117,Surf1,3L,6951446,6952686,+,6949446,6954686,3,6951267;6951325;6952991,4.0e-10;4.6e-09;2.6e-09
FBgn0265451,CR44351,3L,1773605,1775108,+,1771605,1777108,0,,
FBgn0052368,CG32368,3L,7908537,7908946,+,7906537,7910946,0,,
FBgn0040816,CG12521,3L,11840483,11840903,-,11838483,11842903,1,11840227,4.6e-09
FBgn0036723,CG12229,3L,17427572,17429531,-,17425572,17431531,1,17430295,4.6e-09
FBgn0265932,CR44721,3L,11316456,11316950,-,11314456,11318950,0,,
FBgn0001104,Galphai,3L,6965850,6973144,-,6963850,6975144,3,6968389;6970361;6975072,2.6e-09;4.6e-09;2.6e-09
FBgn0036096,CG8003,3L,10654575,10656257,+,10652575,10658257,0,,
FBgn0053702,CG33702,3L,9505897,9506509,-,9503897,9508509,0,,
FBgn0024277,trio,3L,995982,1034875,-,993982,1036875,5,997446;999018;1024898;1025465;1036634,3.5e-10;3.5e-10;3.5e-10;1.5e-10;2.6e-09
FBgn0035610,Lkr,3L,5505521,5522441,-,5503521,5524441,2,5516523;5517123,4.6e-09;2.6e-09
FBgn0036566,ClC-c,3L,16083554,16089251,+,16081554,16091251,2,16081779;16083436,4.6e-09;2.6e-09
FBgn0001253,ImpE1,3L,8365505,8384271,+,8363505,8386271,2,8369492;8385883,2.6e-09;5.9e-09
FBgn0263604,l(3)72Dh,3L,16124094,16124732,-,16122094,16126732,1,16125257,4.6e-09
FBgn0036094,CG14153,3L,10636628,10637715,+,10634628,10639715,0,,
FBgn0261832,CG42764,3L,20457814,20459141,-,20455814,20461141,6,20456818;20457461;20458291;20459396;20459904;20461133,1.5e-10;3.5e-10;5.9e-09;2.6e-09;1.5e-10;1.5e-10
FBgn0041171,ago,3L,4246343,4254306,-,4244343,4256306,0,,
FBgn0035781,CG8560,3L,7395432,7397281,-,7393432,7399281,2,7394572;7399043,4.6e-09;2.6e-09
FBgn0020642,Lcp65Ac,3L,6137919,6138493,+,6135919,6140493,1,6137089,3.5e-10
FBgn0263761,CG43678,3L,15042279,15042595,-,15040279,15044595,0,,
FBgn0261813,CG42755,3L,11375908,11377358,-,11373908,11379358,2,11377180;11378149,3.5e-10;4.6e-09
FBgn0035617,l(3)psg2,3L,5576769,5583490,+,5574769,5585490,1,5583515,2.6e-09
FBgn0263131,CG43373,3L,16484938,16536318,-,16482938,16538318,13,16493837;16494491;16496997;16504863;16505169;16507819;16508289;16508483;16512353;16522152;16525188;16537130;16537480,3.5e-10;4.6e-09;1.5e-10;3.5e-10;2.6e-09;2.6e-09;3.5e-10;4.6e-09;2.6e-09;4.6e-09;4.6e-09;4.0e-10;2.6e-09
FBgn0035743,CG15829,3L,7122003,7122480,+,7120003,7124480,1,7123167,4.0e-10
FBgn0262524,ver,3L,12517087,12518250,+,12515087,12520250,0,,
FBgn0052191,CG32191,3L,17799551,17801904,-,17797551,17803904,1,17802100,2.6e-09
FBgn0003373,Sgs3,3L,11505321,11506503,+,11503321,11508503,1,11504860,3.5e-10
FBgn0035252,CG7970,3L,1653005,1654112,+,1651005,1656112,1,1654796,1.5e-10
FBgn0013718,nuf,3L,14183970,14226350,+,14181970,14228350,10,14190930;14195990;14199625;14201617;14203211;14211946;14212395;14216395;14220424;14227865,3.5e-10;2.6e-09;2.6e-09;4.0e-10;4.6e-09;2.6e-09;5.9e-09;1.5e-10;3.5e-10;2.6e-09
FBgn0025874,Meics,3L,13955758,13957802,-,13953758,13959802,0,,
FBgn0036485,FucTA,3L,15140237,15147495,+,15138237,15149495,2,15140053;15140106,1.5e-10;2.6e-09
FBgn0037128,CG14572,3L,21734634,21735541,+,21732634,21737541,2,21734027;21735571,2.6e-09;4.6e-09
FBgn0264843,CR44051,3L,15869191,15869572,-,15867191,15871572,0,,
FBgn0025592,Gyk,3L,202098,205844,-,200098,207844,0,,
FBgn0003089,pip,3L,19291723,19330709,-,19289723,19332709,8,19290327;19298839;19301158;19315190;19317328;19318052;19319648;19328803,4.6e-09;5.9e-09;4.6e-09;2.6e-09;5.9e-09;2.6e-09;1.5e-10;4.6e-09
FBgn0026371,SAK,3L,21505241,21508987,-,21503241,21510987,2,21510079;21510240,2.6e-09;4.0e-10
FBgn0036691,beg,3L,17028768,17029965,+,17026768,17031965,1,17028266,3.5e-10
FBgn0036170,CG11714,3L,11514113,11515813,-,11512113,11517813,3,11515189;11516950;11517475,1.5e-10;2.6e-09;3.5e-10
FBgn0036550,CG17026,3L,15968468,15969528,+,15966468,15971528,1,15968547,1.5e-10
FBgn0264707,RhoGEF3,3L,277437,305292,+,275437,307292,2,294250;304307,3.5e-10;2.6e-09
FBgn0036876,CG9451,3L,19491297,19493898,-,19489297,19495898,1,19491527,3.5e-10
FBgn0035852,CG7387,3L,8184622,8186216,-,8182622,8188216,1,8183427,4.6e-09
FBgn0036995,CG5195,3L,20447790,20457962,-,20445790,20459962,9,20449932;20452645;20453155;20454055;20456818;20457461;20458291;20459396;20459904,4.6e-09;4.0e-10;4.6e-09;3.5e-10;1.5e-10;3.5e-10;5.9e-09;2.6e-09;1.5e-10
FBgn0013263,Trl,3L,14741029,14754149,-,14739029,14756149,4,14739507;14743581;14751941;14752228,2.6e-09;4.6e-09;4.6e-09;4.6e-09
FBgn0035761,RhoGEF4,3L,7314199,7316511,-,7312199,7318511,0,,
FBgn0264469,CR43877,3L,21521646,21522215,+,21519646,21524215,1,21523939,5.9e-09
FBgn0027569,cert,3L,8275628,8283019,-,8273628,8285019,2,8281417;8283109,5.9e-09;2.6e-09
FBgn0035631,Txl,3L,5758946,5760184,+,5756946,5762184,0,,
FBgn0035420,CG14967,3L,3210992,3218920,-,3208992,3220920,1,3211312,5.9e-09
FBgn0015793,Rab19,3L,8290118,8291606,+,8288118,8293606,0,,
FBgn0052075,CG32075,3L,11055826,11058041,-,11053826,11060041,1,11055279,4.6e-09
FBgn0263488,unsRNA:CG10576-a,3L,5757961,5758146,-,5755961,5760146,0,,
FBgn0036337,CG11255,3L,13013082,13015788,-,13011082,13017788,2,13016126;13016628,4.6e-09;2.6e-09
FBgn0261111,BHD,3L,7231642,7233345,+,7229642,7235345,2,7229797;7230652,4.6e-09;4.6e-09
FBgn0264571,CR43943,3L,20433054,20433663,+,20431054,20435663,1,20435107,3.5e-10
FBgn0036262,CG6910,3L,12178084,12180960,+,12176084,12182960,3,12177260;12181572;12181696,4.6e-09;2.6e-09;3.5e-10
FBgn0037206,CG12768,3L,22903591,22916632,+,22901591,22918632,0,,
FBgn0082944,snoRNA:Me28S-A2634c,3L,1666437,1666522,-,1664437,1668522,1,1666531,3.5e-10
FBgn0086900,Cpr65Ax1,3L,6140631,6141087,-,6138631,6143087,0,,
FBgn0053269,CG33269,3L,11574515,11575297,-,11572515,11577297,2,11572721;11575339,2.6e-09;4.6e-09
FBgn0052255,Gr64f,3L,4035799,4037575,+,4033799,4039575,0,,
FBgn0053287,CG33287,3L,20959866,20963763,-,20957866,20965763,3,20957966;20958913;20959551,4.6e-09;2.6e-09;1.5e-10
FBgn0010894,sinu,3L,5552570,5554698,-,5550570,5556698,0,,
FBgn0052220,Csas,3L,19981127,19982047,-,19979127,19984047,0,,
FBgn0036935,CG14186,3L,20091184,20096927,-,20089184,20098927,0,,
FBgn0036125,CG6279,3L,11086471,11089287,-,11084471,11091287,1,11089121,3.5e-10
FBgn0035755,CG14830,3L,7243818,7257020,-,7241818,7259020,0,,
FBgn0035165,CG13887,3L,837861,839747,+,835861,841747,1,839697,4.0e-10
FBgn0036711,CG13727,3L,17333379,17334416,-,17331379,17336416,1,17334390,1.5e-10
FBgn0036580,PDCD-5,3L,16224181,16225138,-,16222181,16227138,2,16224217;16225042,4.6e-09;2.6e-09
FBgn0035933,CG13309,3L,8803495,8804365,+,8801495,8806365,0,,
FBgn0035482,CG14985,3L,4003474,4006626,+,4001474,4008626,1,4005226,1.5e-10
FBgn0035711,CG8519,3L,6697960,6702100,+,6695960,6704100,1,6700014,3.5e-10
FBgn0264515,CG43914,3L,13209203,13209828,+,13207203,13211828,1,13208214,4.6e-09
FBgn0035231,Cct2,3L,1553493,1555315,+,1551493,1557315,1,1553156,2.6e-09
FBgn0260965,CG42588,3L,12807354,12817750,+,12805354,12819750,2,12805930;12813673,2.6e-09;5.9e-09
FBgn0028693,Rpn12,3L,16576128,16577122,+,16574128,16579122,0,,
FBgn0036771,CG14353,3L,17901243,17902783,+,17899243,17904783,1,17899685,2.6e-09
FBgn0036804,Sgf11,3L,18674137,18674936,-,18672137,18676936,3,18672875;18675011;18675140,3.5e-10;3.5e-10;2.6e-09
FBgn0035688,CG10289,3L,6158016,6166980,-,6156016,6168980,1,6163072,4.6e-09
FBgn0264700,CR43969,3L,393594,394299,+,391594,396299,0,,
FBgn0086067,snoRNA:Me28S-A771,3L,830437,830511,-,828437,832511,0,,
FBgn0004636,R,3L,1859115,1862239,-,1857115,1864239,1,1858680,5.9e-09
FBgn0035541,CG15019,3L,4405127,4406059,-,4403127,4408059,2,4405988;4406631,4.6e-09;1.5e-10
FBgn0036479,CG13458,3L,15106657,15109473,+,15104657,15111473,0,,
FBgn0265268,CG18234,3L,18596525,18598515,+,18594525,18600515,3,18596508;18598365;18598792,4.6e-09;4.6e-09;4.6e-09
FBgn0065058,snoRNA:684,3L,5756445,5756522,-,5754445,5758522,0,,
FBgn0035989,CG3967,3L,9406696,9419777,-,9404696,9421777,1,9418980,2.6e-09
FBgn0036585,CG13071,3L,16255840,16256347,+,16253840,16258347,0,,
FBgn0265084,CG44195,3L,7651509,7688754,-,7649509,7690754,0,,
FBgn0063924,Kaz1-ORFA,3L,216625,216931,+,214625,218931,0,,
FBgn0029002,miple2,3L,271200,275018,+,269200,277018,0,,
FBgn0263106,DnaJ-1,3L,5743129,5745289,-,5741129,5747289,2,5743135;5745973,2.6e-09;1.5e-10
FBgn0037163,laza,3L,22451916,22454231,-,22449916,22456231,1,22450009,5.9e-09
FBgn0260635,th,3L,16031510,16044134,-,16029510,16046134,2,16030290;16044369,5.9e-09;4.0e-10
FBgn0036626,CG13036,3L,16384052,16384905,-,16382052,16386905,0,,
FBgn0261797,Dhc64C,3L,4807368,4825687,-,4805368,4827687,0,,
FBgn0028663,VhaM9.7-b,3L,21532962,21534315,+,21530962,21536315,0,,
FBgn0035153,ebd1,3L,682885,685549,-,680885,687549,0,,
FBgn0035861,CG7213,3L,8224914,8233701,-,8222914,8235701,2,8223674;8233841,3.5e-10;1.5e-10
FBgn0265718,CR44525,3L,7401593,7402807,-,7399593,7404807,3,7399679;7401733;7402714,3.5e-10;2.6e-09;2.6e-09
FBgn0036263,thoc6,3L,12185132,12186788,-,12183132,12188788,0,,
FBgn0260396,CG42521,3L,10616166,10616676,-,10614166,10618676,1,10614826,1.5e-10
FBgn0053271,CG33271,3L,11570106,11570595,-,11568106,11572595,0,,
FBgn0052486,CG32486,3L,3055908,3070839,-,3053908,3072839,5,3064717;3066106;3069171;3070977;3072676,3.5e-10;2.6e-09;1.5e-10;4.6e-09;2.6e-09
FBgn0053696,CG33696,3L,9637209,9652533,+,9635209,9654533,2,9644028;9651630,1.5e-10;2.6e-09
FBgn0086915,Mst77F,3L,20810001,20811127,-,20808001,20813127,0,,
FBgn0085447,sif,3L,5651013,5742699,+,5649013,5744699,15,5650147;5655624;5670181;5671997;5679149;5679848;5696485;5709643;5711029;5715312;5716788;5722207;5725522;5729471;5743135,5.9e-09;2.6e-09;4.6e-09;3.5e-10;3.5e-10;3.5e-10;3.5e-10;5.9e-09;3.5e-10;3.5e-10;4.0e-10;2.6e-09;4.6e-09;3.5e-10;2.6e-09
FBgn0035199,CG9134,3L,1256449,1274498,+,1254449,1276498,2,1257611;1275139,3.5e-10;4.0e-10
FBgn0035707,CG8368,3L,6596784,6601839,+,6594784,6603839,3,6595562;6596167;6597287,2.6e-09;3.5e-10;3.5e-10
FBgn0035676,CG6619,3L,6069822,6074633,+,6067822,6076633,0,,
FBgn0020638,Lcp65Ag1,3L,6127797,6128374,-,6125797,6130374,0,,
FBgn0035907,GstO1,3L,8516842,8517966,-,8514842,8519966,0,,
FBgn0002899,mus301,3L,8130908,8135114,+,8128908,8137114,0,,
FBgn0263973,jv,3L,6556297,6582579,-,6554297,6584579,3,6569629;6570416;6582798,2.6e-09;1.5e-10;4.0e-10
FBgn0052037,CG32037,3L,9482602,9485315,-,9480602,9487315,1,9486253,2.6e-09
FBgn0036812,Nufip,3L,18739711,18741467,-,18737711,18743467,1,18738268,4.6e-09
FBgn0016070,smg,3L,8983417,8991089,-,8981417,8993089,2,8981979;8987699,4.6e-09;1.5e-10
FBgn0022699,D19B,3L,6175276,6178020,-,6173276,6180020,0,,
FBgn0052330,tRNA:CR32330,3L,1379934,1380005,+,1377934,1382005,0,,
FBgn0035844,CG13676,3L,8134968,8144913,-,8132968,8146913,2,8138723;8145572,5.9e-09;2.6e-09
FBgn0053985,CG33985,3L,15518991,15519912,-,15516991,15521912,4,15517517;15519151;15519793;15521629,4.6e-09;2.6e-09;3.5e-10;2.6e-09
FBgn0052420,tRNA:CR32420,3L,5349443,5349515,+,5347443,5351515,1,5349521,1.5e-10
FBgn0036597,CG4962,3L,16287811,16288647,-,16285811,16290647,1,16289091,3.5e-10
FBgn0035422,RpL28,3L,3220911,3222960,-,3218911,3224960,0,,
FBgn0035348,CG16758,3L,2499372,2503606,-,2497372,2505606,0,,
FBgn0264727,CR43995,3L,22065469,22065720,+,22063469,22067720,0,,
FBgn0035437,CG11526,3L,3322025,3328871,-,3320025,3330871,3,3326711;3327277;3330668,2.6e-09;4.6e-09;3.5e-10
FBgn0035779,CG8562,3L,7391385,7393012,+,7389385,7395012,2,7390350;7394572,2.6e-09;4.6e-09
FBgn0263615,CR43624,3L,11891705,11893531,+,11889705,11895531,2,11890579;11891129,2.6e-09;3.5e-10
FBgn0003984,vn,3L,5806438,5838764,-,5804438,5840764,5,5806512;5808269;5809699;5837805;5839630,2.6e-09;4.6e-09;5.9e-09;2.6e-09;2.6e-09
FBgn0035290,CG1887,3L,1893408,1910197,-,1891408,1912197,5,1896994;1898861;1899121;1899130;1906769,2.6e-09;2.6e-09;5.9e-09;5.9e-09;2.6e-09
FBgn0036035,CG18178,3L,9710886,9712244,-,9708886,9714244,1,9713542,1.5e-10
FBgn0261985,Ptpmeg,3L,328097,356050,+,326097,358050,3,327964;338156;356541,4.6e-09;4.6e-09;4.0e-10
FBgn0035733,CG8641,3L,7052030,7070562,-,7050030,7072562,3,7060303;7062348;7064374,3.5e-10;1.5e-10;4.6e-09
FBgn0036349,SNCF,3L,13371683,13372290,+,13369683,13374290,0,,
FBgn0264696,CG43965,3L,8718620,8718874,-,8716620,8720874,0,,
FBgn0262707,CTPsyn,3L,15091235,15106103,+,15089235,15108103,5,15090654;15091052;15091923;15101007;15101120,1.5e-10;4.6e-09;3.5e-10;5.9e-09;2.6e-09
FBgn0035399,CG14955,3L,3110128,3114248,-,3108128,3116248,1,3115599,1.5e-10
FBgn0037184,CG14450,3L,22719334,22720889,-,22717334,22722889,0,,
FBgn0265448,CR44348,3L,9734503,9737503,+,9732503,9739503,1,9736464,3.5e-10
FBgn0037177,CG14454,3L,22684774,22685628,-,22682774,22687628,1,22683073,1.5e-10
FBgn0016797,fz2,3L,19134075,19228473,-,19132075,19230473,20,19135205;19139635;19146593;19153332;19163180;19164957;19170778;19179975;19188993;19198313;19204541;19208338;19208824;19209353;19209927;19213811;19218529;19219856;19221988;19228822,1.5e-10;1.5e-10;2.6e-09;1.5e-10;2.6e-09;2.6e-09;4.6e-09;2.6e-09;4.6e-09;2.6e-09;4.6e-09;1.5e-10;4.6e-09;1.5e-10;4.6e-09;4.6e-09;4.6e-09;5.9e-09;5.9e-09;2.6e-09
FBgn0036462,mRpL39,3L,14991081,14992766,-,14989081,14994766,1,14989116,2.6e-09
FBgn0036009,Or67a,3L,9522167,9524486,+,9520167,9526486,1,9526203,4.6e-09
FBgn0036726,CG7603,3L,17459045,17459868,+,17457045,17461868,0,,
FBgn0040827,CG13315,3L,9089977,9090596,+,9087977,9092596,1,9088983,5.9e-09
FBgn0052372,ltl,3L,7512097,7521113,+,7510097,7523113,0,,
FBgn0036294,CG10654,3L,12498474,12500940,-,12496474,12502940,4,12498845;12499747;12499867;12501257,2.6e-09;2.6e-09;4.6e-09;2.6e-09
FBgn0262530,CG43084,3L,15643952,15644492,+,15641952,15646492,0,,
FBgn0265746,CR44553,3L,12652003,12653195,+,12650003,12655195,1,12652647,2.6e-09
FBgn0265471,CR44364,3L,24256191,24259347,+,24254191,24261347,0,,
FBgn0265739,CR44546,3L,10788089,10788275,+,10786089,10790275,0,,
FBgn0037202,Ssl1,3L,22872189,22874063,+,22870189,22876063,0,,
FBgn0000543,ecd,3L,2263581,2265857,-,2261581,2267857,0,,
FBgn0005658,Ets65A,3L,6090717,6117013,+,6088717,6119013,2,6105348;6117461,2.6e-09;5.9e-09
FBgn0037023,CG3698,3L,20790341,20791475,-,20788341,20793475,0,,
FBgn0036628,CG13035,3L,16389953,16393157,-,16387953,16395157,1,16390260,1.5e-10
FBgn0035169,CG13890,3L,851346,852673,+,849346,854673,0,,
FBgn0035645,CG5592,3L,5890738,5892495,+,5888738,5894495,1,5891565,4.6e-09
FBgn0052240,CG32240,3L,4380864,4381629,-,4378864,4383629,1,4379133,2.6e-09
FBgn0040487,BobA,3L,14938599,14939225,-,14936599,14941225,0,,
FBgn0014037,Su(Tpl),3L,19882220,19902510,-,19880220,19904510,4,19891043;19891369;19893042;19900670,4.0e-10;4.6e-09;1.5e-10;3.5e-10
FBgn0036996,mag,3L,20453783,20455374,+,20451783,20457374,4,20452645;20453155;20454055;20456818,4.0e-10;4.6e-09;3.5e-10;1.5e-10
FBgn0036738,CG7542,3L,17542926,17543758,+,17540926,17545758,1,17542632,2.6e-09
FBgn0036441,CG13476,3L,14698564,14699257,+,14696564,14701257,1,14700951,3.5e-10
FBgn0035445,CG12014,3L,3378268,3380083,+,3376268,3382083,2,3376950;3377633,4.6e-09;3.5e-10
FBgn0036160,CG12289,3L,11450176,11451570,-,11448176,11453570,0,,
FBgn0261090,Sytbeta,3L,15007795,15058077,-,15005795,15060077,9,15011738;15012779;15017620;15019954;15028840;15051070;15051199;15051816;15056256,5.9e-09;1.5e-10;4.6e-09;2.6e-09;4.6e-09;2.6e-09;2.6e-09;4.6e-09;2.6e-09
FBgn0052425,CG32425,3L,20490423,20507207,+,20488423,20509207,2,20502145;20502798,5.9e-09;1.5e-10
FBgn0036488,CG6878,3L,15154917,15155570,+,15152917,15157570,1,15156831,4.6e-09
FBgn0035545,CG12607,3L,4446573,4448072,+,4444573,4450072,1,4447669,4.6e-09
FBgn0036348,CG17687,3L,13342265,13348040,+,13340265,13350040,3,13344356;13347283;13349993,1.5e-10;3.5e-10;2.6e-09
FBgn0259748,CG42397,3L,11966185,11966890,-,11964185,11968890,1,11967097,2.6e-09
FBgn0261551,CG42669,3L,2377719,2466353,+,2375719,2468353,12,2378955;2394762;2407920;2408470;2413536;2417246;2420302;2423497;2434354;2448098;2464534;2466784,4.6e-09;3.5e-10;4.6e-09;4.6e-09;3.5e-10;4.6e-09;4.6e-09;3.5e-10;4.6e-09;1.5e-10;4.6e-09;4.6e-09
FBgn0042112,mRpL36,3L,8117684,8118232,-,8115684,8120232,0,,
FBgn0052081,CG32081,3L,11020679,11022545,+,11018679,11024545,0,,
FBgn0004888,Scsalpha,3L,3814211,3818383,+,3812211,3820383,0,,
FBgn0264512,CR43911,3L,13295509,13295910,+,13293509,13297910,0,,
FBgn0035636,Cralbp,3L,5776315,5779818,-,5774315,5781818,1,5779415,2.6e-09
FBgn0052266,CG32266,3L,3790804,3791560,+,3788804,3793560,0,,
FBgn0036022,CG8329,3L,9631212,9632121,+,9629212,9634121,0,,
FBgn0265886,CR44675,3L,19045402,19045890,+,19043402,19047890,0,,
FBgn0035833,CG7565,3L,8080735,8084886,-,8078735,8086886,2,8086495;8086715,5.9e-09;3.5e-10
FBgn0035695,CG10226,3L,6227423,6233168,-,6225423,6235168,2,6225574;6232310,2.6e-09;4.6e-09
FBgn0004870,bab1,3L,1036369,1101089,-,1034369,1103089,13,1036634;1038051;1040966;1045400;1045599;1048799;1049152;1062000;1063625;1076806;1081675;1087253;1091788,2.6e-09;1.5e-10;3.5e-10;2.6e-09;4.6e-09;4.6e-09;5.9e-09;2.6e-09;3.5e-10;1.5e-10;1.5e-10;4.6e-09;4.6e-09
FBgn0041147,ida,3L,3905344,3907813,+,3903344,3909813,1,3905108,5.9e-09
FBgn0036887,CG9231,3L,19578193,19579070,-,19576193,19581070,1,19580920,1.5e-10
FBgn0035160,CG13897,3L,737680,755489,-,735680,757489,2,736680;754805,4.6e-09;4.6e-09
FBgn0052288,tRNA:CR32288,3L,3095737,3095808,+,3093737,3097808,2,3095936;3097365,4.0e-10;4.0e-10
FBgn0014011,Rac2,3L,7426749,7428290,-,7424749,7430290,0,,
FBgn0013799,Deaf1,3L,19811274,19823786,+,19809274,19825786,5,19810991;19813309;19814707;19815060;19821535,4.6e-09;2.6e-09;4.6e-09;5.9e-09;4.0e-10
FBgn0035475,CG10866,3L,3936597,3937941,-,3934597,3939941,0,,
FBgn0052182,CG32182,3L,17751212,17752653,+,17749212,17754653,1,17750329,5.9e-09
FBgn0036390,CG13738,3L,13966223,13966577,-,13964223,13968577,0,,
FBgn0259720,CG42374,3L,19257504,19259938,+,19255504,19261938,0,,
FBgn0035415,CG14966,3L,3197045,3197631,-,3195045,3199631,1,3196907,2.6e-09
FBgn0028429,I-2,3L,9827467,9829905,-,9825467,9831905,0,,
FBgn0023000,mth,3L,343378,346957,-,341378,348957,0,,
FBgn0004865,Eip78C,3L,21219709,21259603,+,21217709,21261603,9,21217938;21227539;21229737;21231281;21235042;21240668;21243368;21244517;21247411,5.9e-09;4.0e-10;3.5e-10;4.6e-09;4.0e-10;4.6e-09;2.6e-09;3.5e-10;4.0e-10
FBgn0000109,Aprt,3L,1883892,1884885,-,1881892,1886885,3,1883660;1884298;1885412,4.6e-09;4.6e-09;4.6e-09
FBgn0035851,MED24,3L,8184370,8189673,+,8182370,8191673,2,8183427;8190574,4.6e-09;4.6e-09
FBgn0035112,CG13877,3L,218068,218663,+,216068,220663,2,219660;220587,4.6e-09;4.6e-09
FBgn0065097,snmRNA:357,3L,5560985,5561061,-,5558985,5563061,0,,
FBgn0265892,CR44681,3L,20626120,20626584,+,20624120,20628584,1,20627702,4.6e-09
FBgn0052076,Alg10,3L,11158071,11159720,+,11156071,11161720,1,11160156,4.6e-09
FBgn0259785,pzg,3L,21279199,21283410,+,21277199,21285410,0,,
FBgn0047135,CG32276,3L,3197863,3199047,-,3195863,3201047,1,3196907,2.6e-09
FBgn0028664,VhaM9.7-c,3L,4186018,4186865,-,4184018,4188865,0,,
FBgn0004619,GluRIA,3L,6617132,6628159,+,6615132,6630159,1,6617048,3.5e-10
FBgn0052214,CG32214,3L,19460446,19461260,+,19458446,19463260,2,19458896;19459648,2.6e-09;2.6e-09
