primary_fbgn,symbol,chrom,start,end,strand,upstream_start,upstream_end,motif_count,motif_positions,motif_eval
FBgn0038388,CG4287,3R,11787889,11789571,-,11785889,11791571,0,,
FBgn0028997,nmdyn-D7,3R,5505661,5507224,+,5503661,5509224,0,,
FBgn0051109,CG31109,3R,20879091,20880375,-,20877091,20882375,0,,
FBgn0041605,cpx,3R,105943,130357,+,103943,132357,0,,
FBgn0041186,Slbp,3R,24977796,24978988,-,24975796,24980988,1,24980883,8.0e-12
FBgn0038592,CG18599,3R,14093510,14096895,+,14091510,14098895,0,,
FBgn0024558,Dph5,3R,18407750,18408947,-,18405750,18410947,0,,
FBgn0262362,CG43060,3R,3866970,3881259,+,3864970,3883259,2,3875342;3878251,8.0e-12;8.0e-12
FBgn0037391,CG2017,3R,1683805,1688127,-,1681805,1690127,0,,
FBgn0039732,CG15525,3R,25822683,25823398,-,25820683,25825398,0,,
FBgn0039208,Esyt2,3R,20370441,20382271,+,20368441,20384271,0,,
FBgn0037483,CG14609,3R,3026692,3029084,+,3024692,3031084,1,3030040,1.7e-11
FBgn0039751,CG1983,3R,26001508,26003422,-,25999508,26005422,0,,
FBgn0038608,WRNexo,3R,14189966,14191884,-,14187966,14193884,0,,
FBgn0051244,CG31244,3R,15223152,15224289,-,15221152,15226289,0,,
FBgn0038753,CG4459,3R,15752044,15754366,-,15750044,15756366,0,,
FBgn0039402,vps2,3R,21878543,21879850,+,21876543,21881850,0,,
FBgn0038470,CG18213,3R,12862116,12865925,-,12860116,12867925,0,,
FBgn0039671,CG11470,3R,25414715,25415484,-,25412715,25417484,0,,
FBgn0037654,CG11983,3R,4834043,4835996,+,4832043,4837996,0,,
FBgn0260010,rump,3R,5331575,5336046,-,5329575,5338046,0,,
FBgn0038217,CG14840,3R,10085930,10086935,-,10083930,10088935,1,10087270,2.5e-11
FBgn0038978,CG7045,3R,18317551,18318103,+,18315551,18320103,0,,
FBgn0027095,Manf,3R,12175115,12176523,+,12173115,12178523,0,,
FBgn0037661,Ada,3R,4890905,4892025,+,4888905,4894025,0,,
FBgn0039335,Vps33B,3R,21299212,21301478,+,21297212,21303478,0,,
FBgn0261840,pre-mod(mdg4)-X,3R,17191331,17195052,+,17189331,17197052,0,,
FBgn0003944,Ubx,3R,12482345,12560348,-,12480345,12562348,1,12493833,2.5e-11
FBgn0261046,Dscam3,3R,13299657,13331389,-,13297657,13333389,1,13309547,2.5e-11
FBgn0024957,Irp-1B,3R,6234340,6238591,-,6232340,6240591,0,,
FBgn0026239,gukh,3R,14809747,14848160,+,14807747,14850160,1,14813439,2.5e-11
FBgn0051028,CG31028,3R,25992353,25996929,-,25990353,25998929,0,,
FBgn0051501,nxf4,3R,3172452,3173558,+,3170452,3175558,0,,
FBgn0038828,CG17270,3R,16642167,16644651,-,16640167,16646651,0,,
FBgn0046874,Pif1B,3R,4600008,4626898,-,4598008,4628898,1,4620302,2.5e-11
FBgn0260794,ctrip,3R,612006,637788,-,610006,639788,0,,
FBgn0039131,CG12268,3R,19769350,19774146,-,19767350,19776146,1,19771071,8.0e-12
FBgn0038315,CG14866,3R,11142193,11144007,+,11140193,11146007,0,,
FBgn0038645,CG7714,3R,14551116,14552156,-,14549116,14554156,0,,
FBgn0039839,CG15555,3R,27091452,27094233,+,27089452,27096233,0,,
FBgn0038032,CG10096,3R,8216405,8221702,-,8214405,8223702,1,8221521,1.7e-11
FBgn0001321,knk,3R,5948087,5951386,-,5946087,5953386,0,,
FBgn0262149,CR42875,3R,2953809,2954789,+,2951809,2956789,0,,
FBgn0027784,Prp18,3R,14855690,14856973,-,14853690,14858973,0,,
FBgn0037276,CG17387,3R,606842,610444,-,604842,612444,1,607134,1.7e-11
FBgn0265156,CR44225,3R,18837643,18838082,-,18835643,18840082,0,,
FBgn0051122,CG31122,3R,14231786,14238596,-,14229786,14240596,0,,
FBgn0039145,CG6000,3R,19880113,19880814,+,19878113,19882814,0,,
FBgn0015781,P5cr,3R,14854659,14855881,+,14852659,14857881,0,,
FBgn0037280,CG1126,3R,642055,643498,+,640055,645498,0,,
FBgn0262028,CR42839,3R,11830043,11833795,-,11828043,11835795,0,,
FBgn0024958,Irp-1A,3R,18547042,18550309,-,18545042,18552309,0,,
FBgn0037491,CG1227,3R,3073873,3075460,-,3071873,3077460,0,,
FBgn0038221,CG3259,3R,10128150,10130180,+,10126150,10132180,0,,
FBgn0037589,Obp85a,3R,4245544,4246319,-,4243544,4248319,0,,
FBgn0061476,zwilch,3R,27036688,27039098,-,27034688,27041098,0,,
FBgn0043043,desat2,3R,8261970,8263579,+,8259970,8265579,0,,
FBgn0010803,Aats-trp,3R,5090749,5092626,-,5088749,5094626,0,,
FBgn0039419,CG12290,3R,22055970,22060422,+,22053970,22062422,0,,
FBgn0039217,CG13627,3R,20538502,20543152,+,20536502,20545152,1,20541272,8.0e-12
FBgn0038705,CG11626,3R,15234897,15236987,+,15232897,15238987,0,,
FBgn0038938,CG7084,3R,18124527,18130142,+,18122527,18132142,0,,
FBgn0000454,Dip-B,3R,9608012,9611401,+,9606012,9613401,0,,
FBgn0038130,CG8630,3R,9105443,9110249,+,9103443,9112249,0,,
FBgn0027503,CG11970,3R,4810650,4816371,+,4808650,4818371,1,4813826,1.7e-11
FBgn0039237,CG13640,3R,20687381,20687887,-,20685381,20689887,0,,
FBgn0038332,CG6136,3R,11195758,11197934,-,11193758,11199934,0,,
FBgn0038183,CG9286,3R,9606686,9607804,+,9604686,9609804,0,,
FBgn0051102,CG31102,3R,21119180,21121316,-,21117180,21123316,1,21117207,2.5e-11
FBgn0037236,Skp2,3R,160601,165287,-,158601,167287,0,,
FBgn0039235,CG10899,3R,20682105,20683281,-,20680105,20685281,0,,
FBgn0038018,Tim17a1,3R,8189389,8190402,-,8187389,8192402,0,,
FBgn0039676,ppk20,3R,25492536,25494599,-,25490536,25496599,1,25492644,8.0e-12
FBgn0037541,CG2747,3R,3841932,3856512,-,3839932,3858512,1,3857111,8.0e-12
FBgn0262473,Tl,3R,22624763,22668125,+,22622763,22670125,3,22651915;22658618;22658929,1.7e-11;2.5e-11;2.5e-11
FBgn0264788,CR44018,3R,6465001,6471495,+,6463001,6473495,0,,
FBgn0039044,p53,3R,18875379,18879804,-,18873379,18881804,1,18880011,2.5e-11
FBgn0037501,Ir84a,3R,3232591,3235106,+,3230591,3237106,0,,
FBgn0039201,CG13617,3R,20341000,20343850,+,20339000,20345850,0,,
FBgn0000063,ald,3R,13496993,13499550,+,13494993,13501550,0,,
FBgn0038773,CG10887,3R,15940560,15942861,+,15938560,15944861,0,,
FBgn0041105,nerfin-2,3R,5896839,5899483,+,5894839,5901483,0,,
FBgn0037835,CG14687,3R,6618626,6619365,+,6616626,6621365,0,,
FBgn0264491,how,3R,17867913,17905043,+,17865913,17907043,2,17899081;17900448,1.7e-11;2.5e-11
FBgn0039386,CG5948,3R,21721544,21722896,+,21719544,21724896,0,,
FBgn0040252,Ugt86Dh,3R,7001251,7003632,+,6999251,7005632,0,,
FBgn0027654,jdp,3R,26342781,26352759,-,26340781,26354759,1,26346753,2.5e-11
FBgn0037332,Hcs,3R,1300621,1311115,+,1298621,1313115,2,1302288;1310686,2.5e-11;1.7e-11
FBgn0039698,CG7789,3R,25628918,25630111,+,25626918,25632111,0,,
FBgn0025821,I-t,3R,7529752,7530638,+,7527752,7532638,0,,
FBgn0002862,Mst87F,3R,9652873,9653432,-,9650873,9655432,0,,
FBgn0043884,mask,3R,20056284,20075970,+,20054284,20077970,2,20065061;20067394,1.7e-11;8.0e-12
FBgn0013949,Ela,3R,20691072,20693373,+,20689072,20695373,0,,
FBgn0026634,ldlCp,3R,11184203,11187379,-,11182203,11189379,0,,
FBgn0010433,ato,3R,4103774,4104996,+,4101774,4106996,0,,
FBgn0037936,CG6908,3R,7514103,7515773,-,7512103,7517773,0,,
FBgn0015331,abs,3R,58769,60763,+,56769,62763,1,57452,1.7e-11
FBgn0037299,CG1115,3R,1051880,1053248,+,1049880,1055248,0,,
FBgn0038640,CG7706,3R,14503605,14506043,+,14501605,14508043,0,,
FBgn0051050,CG31050,3R,24475631,24476202,-,24473631,24478202,0,,
FBgn0038866,CG5810,3R,16989500,16990883,+,16987500,16992883,0,,
FBgn0038769,CG10889,3R,15859603,15861777,-,15857603,15863777,0,,
FBgn0037710,CG9393,3R,5387305,5389395,-,5385305,5391395,1,5388122,1.7e-11
FBgn0004913,Gnf1,3R,732344,735803,+,730344,737803,0,,
FBgn0010750,atms,3R,575757,603212,+,573757,605212,0,,
FBgn0027562,CG10345,3R,12422795,12430583,-,12420795,12432583,0,,
FBgn0259991,CG42488,3R,21308820,21311203,+,21306820,21313203,0,,
FBgn0263024,CG43319,3R,23520040,23520263,+,23518040,23522263,0,,
FBgn0038708,CG6255,3R,15287601,15288788,-,15285601,15290788,0,,
FBgn0037712,CG16789,3R,5391917,5394911,+,5389917,5396911,0,,
FBgn0051128,CG31128,3R,20295119,20296032,+,20293119,20298032,0,,
FBgn0264915,CR44106,3R,16737362,16738591,+,16735362,16740591,1,16737563,8.0e-12
FBgn0263979,Caf1,3R,11051298,11053286,+,11049298,11055286,0,,
FBgn0039160,CG5510,3R,19993397,19995284,-,19991397,19997284,0,,
FBgn0037252,CG14650,3R,263109,267050,+,261109,269050,0,,
FBgn0039612,CG14523,3R,24703746,24705844,-,24701746,24707844,0,,
FBgn0085417,CG34388,3R,10244315,10247587,+,10242315,10249587,1,10242508,6.6e-11
FBgn0037678,CG16749,3R,5156607,5157607,-,5154607,5159607,1,5158432,2.5e-11
FBgn0040283,SMC1,3R,19884009,19888537,+,19882009,19890537,0,,
FBgn0038853,RhoGAP93B,3R,16908765,16923549,-,16906765,16925549,0,,
FBgn0039609,CG14529,3R,24698627,24700753,+,24696627,24702753,0,,
FBgn0037406,Osi1,3R,1999271,2000693,+,1997271,2002693,0,,
FBgn0037892,mRpL40,3R,7233640,7234478,+,7231640,7236478,0,,
FBgn0260723,CG42550,3R,3826270,3827031,-,3824270,3829031,0,,
FBgn0038797,Dic2,3R,16325714,16327648,-,16323714,16329648,0,,
FBgn0263023,CG43318,3R,11658430,11659154,-,11656430,11661154,0,,
FBgn0038424,CG17565,3R,12258720,12260462,+,12256720,12262462,0,,
FBgn0037770,Art4,3R,5808538,5811782,-,5806538,5813782,0,,
FBgn0053721,CG33721,3R,18156791,18157523,+,18154791,18159523,0,,
FBgn0041780,Ssl2,3R,24856838,24858255,-,24854838,24860255,0,,
FBgn0037940,CG14720,3R,7537440,7538093,+,7535440,7540093,0,,
FBgn0259730,tal-1A,3R,9638831,9640370,+,9636831,9642370,1,9637673,2.5e-11
FBgn0039282,Bili,3R,20957028,20962431,+,20955028,20964431,0,,
FBgn0264832,CG44040,3R,11146100,11146413,+,11144100,11148413,0,,
FBgn0038977,CG5376,3R,18313755,18314677,-,18311755,18316677,0,,
FBgn0039308,CG11889,3R,21095953,21098989,+,21093953,21100989,0,,
FBgn0037506,CG1287,3R,3326673,3328098,-,3324673,3330098,0,,
FBgn0037339,Pi4KIIalpha,3R,1383385,1389374,-,1381385,1391374,0,,
FBgn0015240,Hr96,3R,20850957,20855073,+,20848957,20857073,2,20852038;20855822,8.0e-12;2.5e-11
FBgn0083050,snoRNA:Psi18S-1377b,3R,26033215,26033352,-,26031215,26035352,2,26031421;26032093,6.6e-11;1.7e-11
FBgn0038203,Or88a,3R,9935167,9936545,+,9933167,9938545,0,,
FBgn0037993,dpr15,3R,7964555,7984317,-,7962555,7986317,2,7965394;7975076,6.6e-11;2.5e-11
FBgn0083049,snoRNA:Psi18S-1377c,3R,26033044,26033180,-,26031044,26035180,2,26031421;26032093,6.6e-11;1.7e-11
FBgn0038118,timeout,3R,8914373,8989598,+,8912373,8991598,3,8923156;8926272;8946002,8.0e-12;2.5e-11;8.0e-12
FBgn0004110,tin,3R,17204699,17207692,+,17202699,17209692,0,,
FBgn0086057,snoRNA:Me28S-G2017,3R,7050030,7050122,+,7048030,7052122,0,,
FBgn0039722,capa,3R,25738713,25740068,-,25736713,25742068,0,,
FBgn0085305,CG34276,3R,11751351,11753300,+,11749351,11755300,0,,
FBgn0040628,CG18672,3R,27085969,27087389,+,27083969,27089389,1,27088483,6.6e-11
FBgn0038951,CG5380,3R,18191802,18193095,-,18189802,18195095,0,,
FBgn0038484,CG5246,3R,12961833,12962917,+,12959833,12964917,0,,
FBgn0084245,tre-3,3R,12589091,12589441,-,12587091,12591441,0,,
FBgn0051388,CG31388,3R,7063537,7065836,+,7061537,7067836,0,,
FBgn0039691,IntS11,3R,25571059,25573235,+,25569059,25575235,1,25572188,2.5e-11
FBgn0037313,CG1161,3R,1180814,1182470,+,1178814,1184470,0,,
FBgn0263406,CR43452,3R,16503905,16504801,+,16501905,16506801,0,,
FBgn0037422,Osi13,3R,2117459,2119211,+,2115459,2121211,1,2118437,8.0e-12
FBgn0038917,CG6678,3R,17712751,17732904,+,17710751,17734904,1,17724601,1.7e-11
FBgn0037539,CG10435,3R,3836629,3838923,-,3834629,3840923,0,,
FBgn0038235,CG8461,3R,10338358,10339359,-,10336358,10341359,1,10339856,1.7e-11
FBgn0037475,Fer1,3R,2961928,2967694,+,2959928,2969694,1,2966162,1.7e-11
FBgn0039631,Sirt7,3R,24881649,24884926,+,24879649,24886926,0,,
FBgn0262290,mir-iab-8,3R,12681997,12682064,-,12679997,12684064,0,,
FBgn0027508,tankyrase,3R,21478813,21487008,-,21476813,21489008,0,,
FBgn0262539,CG43093,3R,18595497,18596029,-,18593497,18598029,0,,
FBgn0261837,pre-mod(mdg4)-T,3R,17185898,17187853,+,17183898,17189853,0,,
FBgn0085318,CG34289,3R,19332630,19333203,-,19330630,19335203,1,19332540,1.7e-11
FBgn0039326,CG10562,3R,21146775,21148479,-,21144775,21150479,1,21145645,6.6e-11
FBgn0038539,Atg8b,3R,13550146,13550766,-,13548146,13552766,0,,
FBgn0039635,CG11876,3R,24938793,24941919,+,24936793,24943919,0,,
FBgn0039518,CG13978,3R,23289911,23292802,+,23287911,23294802,0,,
FBgn0037958,CG6962,3R,7705424,7708256,-,7703424,7710256,0,,
FBgn0037427,Osi17,3R,2137494,2153030,+,2135494,2155030,1,2136234,1.7e-11
FBgn0264791,CR44021,3R,20345347,20345800,-,20343347,20347800,0,,
FBgn0051184,LSm3,3R,19821984,19822739,+,19819984,19824739,0,,
FBgn0004782,Ccp84Ab,3R,2527690,2528599,-,2525690,2530599,0,,
FBgn0004185,snRNA:U1:95Ca,3R,19685189,19685352,-,19683189,19687352,0,,
FBgn0037687,CG8132,3R,5227217,5228340,+,5225217,5230340,0,,
FBgn0263048,CG43343,3R,18207757,18212270,+,18205757,18214270,1,18207263,1.7e-11
FBgn0046689,Takl1,3R,16596550,16598323,-,16594550,16600323,2,16595253;16599319,2.5e-11;2.5e-11
FBgn0038486,CG5265,3R,12964721,12966890,+,12962721,12968890,0,,
FBgn0037310,Tim17b1,3R,1125867,1126908,+,1123867,1128908,0,,
FBgn0016120,ATPsyn-d,3R,14920709,14921790,+,14918709,14923790,0,,
FBgn0051118,RabX4,3R,20652387,20653691,-,20650387,20655691,1,20655277,8.0e-12
FBgn0039507,mrt,3R,23102971,23108383,-,23100971,23110383,0,,
FBgn0027083,Aats-met,3R,10077105,10085713,-,10075105,10087713,2,10080961;10087270,8.0e-12;2.5e-11
FBgn0261503,CR42651,3R,2634518,2642050,-,2632518,2644050,0,,
FBgn0039167,CG17786,3R,20040353,20044440,-,20038353,20046440,0,,
FBgn0051497,tRNA:CR31497,3R,12250709,12250782,-,12248709,12252782,0,,
FBgn0051245,CG31245,3R,15201917,15202947,-,15199917,15204947,0,,
FBgn0262514,VhaPPA1-2,3R,10725361,10725999,-,10723361,10727999,1,10727393,2.5e-11
FBgn0051253,CG31253,3R,23785068,23786295,-,23783068,23788295,2,23784859;23787505,6.6e-11;6.6e-11
FBgn0015011,Ahcy89E,3R,12804161,12807880,-,12802161,12809880,2,12802814;12805294,2.5e-11;2.5e-11
FBgn0261108,Atg13,3R,4175537,4178539,+,4173537,4180539,0,,
FBgn0039172,Spase22-23,3R,20054064,20055757,-,20052064,20057757,0,,
FBgn0038947,Sar1,3R,18182407,18186433,+,18180407,18188433,0,,
FBgn0053929,CR33929,3R,8719694,8720251,-,8717694,8722251,0,,
FBgn0051099,CG31099,3R,21135151,21136665,-,21133151,21138665,0,,
FBgn0039588,CG12413,3R,24367996,24370539,-,24365996,24372539,1,24369294,1.7e-11
FBgn0027524,CG3909,3R,5868992,5870328,+,5866992,5872328,0,,
FBgn0004573,5-HT7,3R,26793958,26842597,-,26791958,26844597,3,26806452;26813484;26825676,1.7e-11;1.7e-11;2.5e-11
FBgn0264985,CR44136,3R,26450551,26451314,-,26448551,26453314,0,,
FBgn0085302,CG34273,3R,10342764,10343209,+,10340764,10345209,0,,
FBgn0039117,tst,3R,19594121,19598581,-,19592121,19600581,0,,
FBgn0038380,CG14877,3R,11714916,11715837,-,11712916,11717837,0,,
FBgn0039465,Tsp97E,3R,22786786,22790539,-,22784786,22792539,1,22791996,2.5e-11
FBgn0024330,MED6,3R,5591753,5594706,-,5589753,5596706,0,,
FBgn0263621,CG43630,3R,8501732,8501982,-,8499732,8503982,0,,
FBgn0263550,mir-4918,3R,4134153,4134207,-,4132153,4136207,0,,
FBgn0039154,Npc2f,3R,19963617,19966658,+,19961617,19968658,0,,
FBgn0260467,CG7071,3R,18188619,18190302,+,18186619,18192302,0,,
FBgn0051416,tRNA:CR31416,3R,20740782,20740853,-,20738782,20742853,0,,
FBgn0037756,CG8507,3R,5617205,5618820,+,5615205,5620820,0,,
FBgn0039832,CG15563,3R,27057407,27058058,-,27055407,27060058,0,,
FBgn0039078,CG4374,3R,19234406,19297805,-,19232406,19299805,0,,
FBgn0038629,CG14304,3R,14418523,14447049,-,14416523,14449049,1,14416848,2.5e-11
FBgn0024432,Dlc90F,3R,14124951,14125766,+,14122951,14127766,0,,
FBgn0000166,bcd,3R,2581564,2585188,-,2579564,2587188,0,,
FBgn0000477,DNaseII,3R,13845097,13846883,+,13843097,13848883,0,,
FBgn0264776,CG44014,3R,11333662,11334608,-,11331662,11336608,0,,
FBgn0002354,l(3)87Df,3R,8856635,8857320,+,8854635,8859320,1,8857118,8.0e-12
FBgn0039849,CG11334,3R,27285544,27288759,-,27283544,27290759,0,,
FBgn0014029,Sep2,3R,16411851,16414078,-,16409851,16416078,0,,
FBgn0039367,CG17197,3R,21599439,21601091,-,21597439,21603091,0,,
FBgn0038135,CG8773,3R,9120470,9124010,+,9118470,9126010,0,,
FBgn0037608,mRpL19,3R,4499831,4500918,+,4497831,4502918,0,,
FBgn0038464,CG16941,3R,12825106,12828077,-,12823106,12830077,0,,
FBgn0051038,CG31038,3R,25702781,25728953,+,25700781,25730953,2,25716454;25721455,2.5e-11;2.5e-11
FBgn0003721,Tm1,3R,11107093,11134501,+,11105093,11136501,2,11116800;11124340,8.0e-12;1.7e-11
FBgn0039104,CG10252,3R,19520943,19521967,-,19518943,19523967,0,,
FBgn0037753,CG12947,3R,5605786,5608776,+,5603786,5610776,0,,
FBgn0038901,burs,3R,17595240,17596001,+,17593240,17598001,0,,
FBgn0037449,CG15185,3R,2353230,2354396,+,2351230,2356396,1,2351564,2.5e-11
FBgn0025456,CREG,3R,13218994,13220362,-,13216994,13222362,0,,
FBgn0039398,CG14540,3R,21785001,21787408,+,21783001,21789408,0,,
FBgn0037342,CG2931,3R,1393224,1394337,-,1391224,1396337,0,,
FBgn0051334,tRNA:CR31334,3R,16716844,16716915,+,16714844,16718915,0,,
FBgn0015008,Actn3,3R,12801607,12803517,-,12799607,12805517,2,12802814;12805294,2.5e-11;2.5e-11
FBgn0003513,ss,3R,12200156,12229412,-,12198156,12231412,1,12211270,8.0e-12
FBgn0261065,Cpsf73,3R,14486843,14489250,-,14484843,14491250,1,14489002,1.7e-11
FBgn0003319,Sb,3R,11954451,11971006,+,11952451,11973006,0,,
FBgn0039069,CG6763,3R,19109724,19111763,+,19107724,19113763,0,,
FBgn0051294,CG31294,3R,11541227,11542307,-,11539227,11544307,1,11540098,8.0e-12
FBgn0039227,polybromo,3R,20625689,20630981,-,20623689,20632981,0,,
FBgn0265067,CG44178,3R,16914514,16920995,+,16912514,16922995,0,,
FBgn0022338,dnk,3R,14806717,14808471,+,14804717,14810471,0,,
FBgn0051093,CG31093,3R,21615541,21616193,-,21613541,21618193,0,,
FBgn0263411,CR43457,3R,21328507,21328943,+,21326507,21330943,0,,
FBgn0038909,CG6569,3R,17691894,17693641,-,17689894,17695641,0,,
FBgn0264712,CG1172,3R,1219628,1225235,+,1217628,1227235,0,,
FBgn0038246,CG14853,3R,10435364,10444709,+,10433364,10446709,0,,
FBgn0038165,Task6,3R,9492768,9500264,-,9490768,9502264,1,9499633,6.6e-11
FBgn0039346,CG5079,3R,21439527,21440040,+,21437527,21442040,0,,
FBgn0037616,CG8136,3R,4547093,4548773,+,4545093,4550773,2,4545645;4546604,8.0e-12;8.0e-12
FBgn0051437,CG31437,3R,21209438,21210345,+,21207438,21212345,0,,
FBgn0038105,yellow-f2,3R,8819117,8820869,-,8817117,8822869,0,,
FBgn0260634,eIF4G2,3R,19635550,19644364,-,19633550,19646364,0,,
FBgn0259736,CG42390,3R,17945783,17959089,+,17943783,17961089,1,17954320,2.5e-11
FBgn0263651,CR43642,3R,9641953,9642849,+,9639953,9644849,0,,
FBgn0039190,CG5762,3R,20186427,20187405,-,20184427,20189405,1,20186167,1.7e-11
FBgn0039258,beta4GalT7,3R,20848978,20850204,+,20846978,20852204,1,20852038,8.0e-12
FBgn0039667,CG2010,3R,25320504,25324645,+,25318504,25326645,0,,
FBgn0085438,CG34409,3R,5568599,5572089,-,5566599,5574089,0,,
FBgn0261704,CG42740,3R,26244489,26248693,-,26242489,26250693,0,,
FBgn0039000,CG6954,3R,18492483,18509549,+,18490483,18511549,1,18501946,1.7e-11
FBgn0004587,B52,3R,9487033,9492613,+,9485033,9494613,0,,
FBgn0038789,Ir92a,3R,16164695,16169624,+,16162695,16171624,2,16168216;16170559,8.0e-12;1.7e-11
FBgn0039485,CG17189,3R,22927128,22928639,+,22925128,22930639,0,,
FBgn0261287,ymp,3R,21417222,21434849,-,21415222,21436849,0,,
FBgn0037918,CG6791,3R,7411076,7415868,-,7409076,7417868,0,,
FBgn0085337,CG34308,3R,8915021,8915803,+,8913021,8917803,0,,
FBgn0038749,Xport,3R,15740113,15741131,-,15738113,15743131,0,,
FBgn0051176,CG31176,3R,17498025,17545382,-,17496025,17547382,1,17501102,2.5e-11
FBgn0004188,snRNA:U6:96Aa,3R,20381810,20381916,+,20379810,20383916,0,,
FBgn0028436,ECSIT,3R,1682307,1683636,+,1680307,1685636,0,,
FBgn0086697,Cenp-C,3R,4389827,4394970,+,4387827,4396970,0,,
FBgn0263863,mRpL45,3R,18444185,18445548,+,18442185,18447548,0,,
FBgn0011668,Mst57Da,3R,21657297,21657621,-,21655297,21659621,0,,
FBgn0264428,CR43846,3R,18676810,18677526,-,18674810,18679526,0,,
FBgn0014006,Pk92B,3R,15705441,15711758,+,15703441,15713758,0,,
FBgn0039041,CG13838,3R,18867963,18868391,+,18865963,18870391,1,18868040,1.7e-11
FBgn0040284,SF2,3R,12164665,12167710,-,12162665,12169710,0,,
FBgn0037707,RnpS1,3R,5377756,5379469,+,5375756,5381469,0,,
FBgn0265163,CR44232,3R,8593349,8594079,+,8591349,8596079,0,,
FBgn0039707,CG15510,3R,25661672,25663169,+,25659672,25665169,0,,
FBgn0053108,CG33108,3R,19821381,19823266,+,19819381,19825266,0,,
FBgn0039026,CG7029,3R,18576614,18619752,+,18574614,18621752,0,,
FBgn0051144,CR31144,3R,7048136,7048751,-,7046136,7050751,0,,
FBgn0037518,CG2641,3R,3619791,3622321,+,3617791,3624321,0,,
FBgn0037222,CG14642,3R,66767,68439,-,64767,70439,0,,
FBgn0250839,CG2016,3R,782721,787073,-,780721,789073,0,,
FBgn0039669,CG2014,3R,25341439,25342249,+,25339439,25344249,0,,
FBgn0027951,MTA1-like,3R,1464377,1474460,-,1462377,1476460,0,,
FBgn0051089,CG31089,3R,21728365,21729900,+,21726365,21731900,1,21728993,6.6e-11
FBgn0053098,CG33098,3R,8212910,8214517,+,8210910,8216517,0,,
FBgn0038415,CG17929,3R,12151214,12153053,+,12149214,12155053,1,12152316,8.0e-12
FBgn0037798,CG12817,3R,6049162,6050447,-,6047162,6052447,0,,
FBgn0029157,ssh,3R,20764432,20770678,-,20762432,20772678,0,,
FBgn0086372,lap,3R,3012716,3026663,+,3010716,3028663,1,3010952,8.0e-12
FBgn0037463,djl,3R,2886489,2887641,+,2884489,2889641,0,,
FBgn0003011,ort,3R,15485470,15489394,+,15483470,15491394,0,,
FBgn0038596,CG14312,3R,14108700,14109255,-,14106700,14111255,0,,
FBgn0037498,CG10029,3R,3141161,3142929,-,3139161,3144929,0,,
FBgn0260779,gatA,3R,14851896,14854558,-,14849896,14856558,1,14851648,2.5e-11
FBgn0082954,snoRNA:Psi28S-3571,3R,1423318,1423461,-,1421318,1425461,2,1423756;1423978,6.6e-11;8.0e-12
FBgn0262005,CG42823,3R,13230209,13230831,-,13228209,13232831,0,,
FBgn0260005,wtrw,3R,3717053,3726869,+,3715053,3728869,0,,
FBgn0038660,CG14291,3R,14736773,14738644,-,14734773,14740644,0,,
FBgn0037436,Hr83,3R,2174965,2176234,+,2172965,2178234,0,,
FBgn0040534,CG11985,3R,4840694,4841063,-,4838694,4843063,0,,
FBgn0039688,Kul,3R,25551552,25561082,+,25549552,25563082,3,25549560;25551322;25561594,8.0e-12;1.7e-11;2.5e-11
FBgn0038860,Ice2,3R,16955941,16958442,+,16953941,16960442,0,,
FBgn0004554,Edg91,3R,13436578,13437233,-,13434578,13439233,0,,
FBgn0039197,CG17780,3R,20208642,20210774,-,20206642,20212774,0,,
FBgn0020626,Osbp,3R,20760591,20763944,-,20758591,20765944,0,,
FBgn0263768,CR43685,3R,2918069,2919429,-,2916069,2921429,1,2917472,1.7e-11
FBgn0263449,CR43472,3R,11994070,11994876,-,11992070,11996876,0,,
FBgn0082960,snoRNA:Psi28S-3405a,3R,24427251,24427390,+,24425251,24429390,0,,
FBgn0262992,CR43300,3R,9653690,9654149,+,9651690,9656149,0,,
FBgn0051383,tRNA:CR31383,3R,26073686,26073765,-,26071686,26075765,0,,
FBgn0037852,Tpc1,3R,6705294,6707910,-,6703294,6709910,0,,
FBgn0243514,eater,3R,22921589,22925401,-,22919589,22927401,0,,
FBgn0024841,Pcd,3R,25548885,25549948,+,25546885,25551948,2,25549560;25551322,8.0e-12;1.7e-11
FBgn0037297,CG1116,3R,1045379,1047270,+,1043379,1049270,0,,
FBgn0000281,Cec2,3R,26038625,26038864,+,26036625,26040864,0,,
FBgn0016119,ATPsyn-Cf6,3R,19180942,19181786,-,19178942,19183786,0,,
FBgn0038858,CG5793,3R,16953295,16955323,+,16951295,16957323,0,,
FBgn0038046,CG5641,3R,8253515,8255004,-,8251515,8257004,2,8256048;8256465,8.0e-12;8.0e-12
FBgn0027378,MRG15,3R,11102162,11103831,-,11100162,11105831,1,11101758,2.5e-11
FBgn0037409,Osi24,3R,2024533,2033400,+,2022533,2035400,1,2025690,8.0e-12
FBgn0027518,CG7609,3R,25567694,25570814,-,25565694,25572814,1,25572188,2.5e-11
FBgn0038147,CCHa2,3R,9214781,9220919,-,9212781,9222919,0,,
FBgn0037418,Osi11,3R,2093313,2094479,-,2091313,2096479,0,,
FBgn0037643,skap,3R,4764405,4768749,+,4762405,4770749,1,4763652,1.7e-11
FBgn0037696,GstZ1,3R,5281239,5282268,-,5279239,5284268,1,5283118,2.5e-11
FBgn0262448,mir-279,3R,25041307,25041406,+,25039307,25043406,0,,
